@relation 'BOOKKEEPER_training_iter_3-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.RemoveUseless-M99.0'

@attribute LOC numeric
@attribute CyclomaticComplexity numeric
@attribute Churn numeric
@attribute LocAdded numeric
@attribute NewcomerRisk numeric
@attribute Auth numeric
@attribute WeekendCommit numeric
@attribute ' nSmell' numeric
@attribute ' isBuggy' {No,Yes}

@data
11,1,0,0,0,0,0,0,No
6,1,0,0,0,0,0,0,No
4,1,41,23,1,1,0,0,No
15,2,45,22,1,2,0,0,No
13,2,72,72,1,1,0,0,No
5,1,72,72,1,1,0,0,No
4,1,72,72,1,1,0,0,No
5,1,82,77,1,2,0,0,No
15,2,21,21,1,2,0,0,No
9,1,3,0,0,1,0,0,No
62,4,30,11,1,2,0,4,No
56,4,17,9,1,2,0,4,No
13,2,0,0,0,0,0,1,No
14,2,10,7,1,1,0,1,No
9,2,8,5,1,1,0,1,No
10,1,4,1,1,1,0,0,No
4,1,10,1,1,1,0,0,No
8,2,8,1,1,1,0,0,No
3,1,10,1,1,1,0,0,No
3,1,0,0,0,0,0,0,No
3,1,0,0,0,0,0,0,No
29,2,0,0,0,0,0,0,No
21,2,0,0,0,0,0,0,No
9,1,0,0,0,0,0,0,No
34,3,0,0,0,0,0,2,No
27,3,0,0,0,0,0,2,No
15,2,0,0,0,0,0,1,No
36,5,19,4,1,1,0,1,No
22,3,4,4,1,1,0,0,No
4,1,0,0,0,0,0,0,No
4,2,95,95,1,1,0,0,No
20,5,101,97,1,1,0,0,No
14,3,95,95,1,1,0,0,No
7,2,95,95,1,1,0,0,No
20,2,95,95,1,1,0,1,No
36,5,19,4,1,1,0,1,No
22,3,4,4,1,1,0,0,No
4,1,0,0,0,0,0,0,No
20,5,101,97,1,1,0,0,No
14,3,95,95,1,1,0,0,No
7,2,95,95,1,1,0,0,No
20,2,95,95,1,1,0,1,No
13,2,72,72,1,1,0,0,No
5,1,72,72,1,1,0,0,No
4,1,72,72,1,1,0,0,No
5,1,82,77,1,2,0,0,No
16,3,22,22,1,2,0,0,No
19,1,2,1,1,1,1,0,No
7,1,16,13,1,2,1,0,No
6,1,12,11,1,2,1,0,No
8,1,13,5,1,1,0,0,No
32,5,15,7,1,2,0,2,No
3,1,75,75,1,1,0,0,No
3,1,75,75,1,1,0,0,No
3,1,75,75,1,1,0,0,No
3,1,75,75,1,1,0,0,No
77,14,111,60,1,2,0,1,Yes
44,6,113,99,1,2,0,2,No
16,1,73,73,1,1,0,0,No
23,2,691,691,1,1,0,0,No
4,1,691,691,1,1,0,0,No
3,2,691,691,1,1,0,0,No
3,2,691,691,1,1,0,0,No
6,3,691,691,1,1,0,0,No
12,2,691,691,1,1,0,1,No
7,1,691,691,1,1,0,0,No
8,2,691,691,1,1,0,0,No
9,1,693,692,1,2,0,0,No
60,5,691,691,1,1,0,5,No
54,5,691,691,1,1,0,5,No
16,3,691,691,1,1,0,2,No
9,2,691,691,1,1,0,1,No
10,1,691,691,1,1,0,0,No
20,3,696,694,1,2,0,0,No
13,3,691,691,1,1,0,0,No
32,3,691,691,1,1,0,3,No
25,3,691,691,1,1,0,3,No
32,4,691,691,1,1,0,3,No
20,4,691,691,1,1,0,1,No
19,3,691,691,1,1,0,0,No
12,3,691,691,1,1,0,0,No
10,1,691,691,1,1,0,0,No
4,1,691,691,1,1,0,0,No
54,6,692,691,1,2,0,3,No
42,5,691,691,1,1,0,3,No
11,2,691,691,1,1,0,1,No
9,2,767,704,1,2,0,0,No
14,2,743,716,1,2,0,0,No
14,2,708,706,1,2,0,0,No
4,1,691,691,1,1,0,0,No
6,1,696,691,1,2,0,0,No
33,5,691,691,1,1,0,1,No
21,3,691,691,1,1,0,0,No
4,1,691,691,1,1,0,0,No
7,1,691,691,1,1,0,0,No
8,2,691,691,1,1,0,0,No
9,1,693,692,1,2,0,0,No
60,5,691,691,1,1,0,5,No
54,5,691,691,1,1,0,5,No
16,3,691,691,1,1,0,2,No
9,2,691,691,1,1,0,1,No
10,1,691,691,1,1,0,0,No
20,3,696,694,1,2,0,0,No
13,3,691,691,1,1,0,0,No
32,3,691,691,1,1,0,3,No
25,3,691,691,1,1,0,3,No
32,4,691,691,1,1,0,3,No
20,4,691,691,1,1,0,1,No
19,3,691,691,1,1,0,0,No
12,3,691,691,1,1,0,0,No
10,1,691,691,1,1,0,0,No
4,1,691,691,1,1,0,0,No
54,6,692,691,1,2,0,3,No
42,5,691,691,1,1,0,3,No
11,2,691,691,1,1,0,1,No
9,2,767,704,1,2,0,0,No
14,2,743,716,1,2,0,0,No
14,2,708,706,1,2,0,0,No
9,2,767,704,1,2,0,0,No
14,2,743,716,1,2,0,0,No
14,2,708,706,1,2,0,0,No
33,5,691,691,1,1,0,1,No
21,3,691,691,1,1,0,0,No
4,1,691,691,1,1,0,0,No
57,8,398,396,1,1,0,1,No
8,2,394,394,1,1,0,0,No
9,1,396,395,1,1,0,0,No
3,1,405,402,1,1,0,0,No
3,1,396,395,1,1,0,0,No
48,4,407,400,1,1,0,1,No
42,4,424,422,1,1,0,0,No
66,7,431,426,1,1,0,2,No
16,1,418,416,1,1,0,0,No
2,1,412,412,1,1,0,0,No
32,8,484,483,1,1,0,0,No
9,6,90,89,1,1,0,0,No
8,2,90,89,1,1,0,0,No
18,2,90,89,1,1,0,0,No
17,1,106,99,1,2,1,0,No
23,1,104,98,1,2,1,0,Yes
21,1,0,0,0,0,0,0,No
21,2,3,2,1,1,1,0,No
28,3,0,0,0,0,0,0,No
5,2,0,0,0,0,0,0,No
22,7,75,72,1,1,0,0,No
4,1,65,65,1,1,0,0,No
3,1,77,77,1,1,0,0,No
5,1,77,77,1,1,0,0,No
4,1,77,77,1,1,0,0,No
4,1,77,77,1,1,0,0,No
4,1,77,77,1,1,0,0,No
8,2,77,77,1,1,0,0,No
4,1,94,94,1,1,0,0,No
8,2,94,94,1,1,0,0,No
14,2,94,94,1,1,0,0,No
9,2,94,94,1,1,0,0,No
13,3,94,94,1,1,0,0,No
4,1,94,94,1,1,0,0,No
4,1,337,337,1,1,0,0,No
22,7,337,337,1,1,0,0,No
24,7,337,337,1,1,0,3,No
9,1,337,337,1,1,0,0,No
4,1,337,337,1,1,0,0,No
10,1,337,337,1,1,0,0,No
4,1,337,337,1,1,0,0,No
13,4,337,337,1,1,0,0,No
15,4,337,337,1,1,0,0,No
9,4,337,337,1,1,0,0,No
14,3,337,337,1,1,0,0,No
9,3,337,337,1,1,0,0,No
5,1,337,337,1,1,0,0,No
6,1,337,337,1,1,0,0,No
8,1,337,337,1,1,0,0,No
14,1,337,337,1,1,0,0,No
6,1,337,337,1,1,0,0,No
3,1,337,337,1,1,0,0,No
11,3,337,337,1,1,0,0,No
21,5,337,337,1,1,0,0,No
49,16,337,337,1,1,0,5,No
4,1,337,337,1,1,0,0,No
4,1,337,337,1,1,0,0,No
22,7,337,337,1,1,0,0,No
3,1,214,214,1,1,0,0,No
3,1,214,214,1,1,0,0,No
3,1,214,214,1,1,0,0,No
21,9,214,214,1,1,0,0,No
4,1,84,84,1,1,0,0,No
5,1,84,84,1,1,0,0,No
4,1,84,84,1,1,0,0,No
4,1,84,84,1,1,0,0,No
8,1,33,33,1,1,0,1,No
11,3,140,140,1,1,0,0,No
6,2,140,140,1,1,0,0,No
6,1,140,140,1,1,0,0,No
8,2,140,140,1,1,0,0,No
37,4,140,140,1,1,0,4,No
11,3,140,140,1,1,0,0,No
6,2,140,140,1,1,0,0,No
6,1,140,140,1,1,0,0,No
8,2,140,140,1,1,0,0,No
3,1,154,154,1,1,0,0,No
4,1,154,154,1,1,0,0,No
4,1,154,154,1,1,0,0,No
11,2,154,154,1,1,0,0,No
10,2,154,154,1,1,0,0,No
3,1,0,0,0,0,0,0,No
29,7,16,16,1,1,0,0,No
12,4,0,0,0,0,0,0,No
12,4,0,0,0,0,0,0,No
8,1,0,0,0,0,0,0,No
3,1,0,0,0,0,0,0,No
3,1,0,0,0,0,0,0,No
7,2,0,0,0,0,0,0,No
5,2,0,0,0,0,0,0,No
3,1,0,0,0,0,0,0,No
29,7,16,16,1,1,0,0,No
12,4,0,0,0,0,0,0,No
12,4,0,0,0,0,0,0,No
8,1,0,0,0,0,0,0,No
21,4,16,12,1,1,0,0,No
21,3,11,8,1,1,0,2,No
6,1,11,8,1,1,0,0,No
25,3,21,18,1,1,0,0,No
13,2,9,7,1,1,0,0,No
4,1,2,1,1,1,0,0,No
29,3,15,12,1,1,0,0,No
13,2,7,6,1,1,0,0,No
4,1,7,6,1,1,0,0,No
25,3,5,5,1,1,0,0,No
13,2,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
11,1,10,8,1,1,0,0,No
4,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
5,2,0,0,0,0,0,0,No
3,1,0,0,0,0,0,0,No
7,2,0,0,0,0,0,1,No
4,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
5,2,0,0,0,0,0,0,No
3,1,0,0,0,0,0,0,No
9,2,0,0,0,0,0,0,No
12,2,0,0,0,0,0,1,No
9,2,0,0,0,0,0,0,No
12,2,0,0,0,0,0,1,No
4,1,0,0,0,0,0,0,No
16,3,19,15,1,2,0,0,No
7,1,16,16,1,1,0,0,No
4,1,16,16,1,1,0,0,No
4,1,0,0,0,0,0,0,No
14,4,6,6,0,1,0,0,No
11,1,0,0,0,0,0,0,No
11,2,1,1,1,1,0,0,No
3,1,0,0,0,0,0,0,No
16,6,8,6,0,1,0,0,No
5,1,0,0,0,0,0,0,No
13,1,0,0,0,0,0,5,No
44,7,12,10,1,2,0,1,No
5,1,10,9,1,2,0,0,No
191,25,68,58,1,3,0,15,No
11,1,0,0,0,0,0,0,No
26,4,0,0,0,0,0,0,No
16,6,8,6,0,1,0,0,No
8,1,3,1,1,1,0,0,Yes
9,3,0,0,0,0,0,0,No
8,2,2,1,1,1,0,1,No
9,3,0,0,0,0,0,0,No
8,2,2,1,1,1,0,1,No
3,1,1493,1493,1,1,0,0,No
4,1,1493,1493,1,1,0,0,No
8,5,1493,1493,1,1,0,0,No
4,1,1493,1493,1,1,0,0,No
3,1,1493,1493,1,1,0,0,No
8,2,1493,1493,1,1,0,0,No
7,4,1562,1562,1,2,0,0,No
4,1,1562,1562,1,2,0,0,No
3,1,1562,1562,1,2,0,0,No
8,2,1562,1562,1,2,0,0,No
4,1,1493,1493,1,1,0,0,No
3,1,1493,1493,1,1,0,1,No
3,1,1493,1493,1,1,0,1,No
4,1,1493,1493,1,1,0,0,No
11,3,1493,1493,1,1,0,0,No
11,3,1493,1493,1,1,0,0,No
22,4,1493,1493,1,1,0,0,No
5,1,1493,1493,1,1,0,0,No
5,1,1493,1493,1,1,0,0,No
7,1,1493,1493,1,1,0,0,No
4,1,1493,1493,1,1,0,0,No
7,1,1493,1493,1,1,0,0,No
4,1,1493,1493,1,1,0,0,No
7,1,1493,1493,1,1,0,0,No
9,2,1493,1493,1,1,0,0,No
11,2,1493,1493,1,1,0,0,No
5,1,1493,1493,1,1,0,0,No
7,1,1493,1493,1,1,0,0,No
1,1,1493,1493,1,1,0,0,No
1,1,1493,1493,1,1,0,0,No
3,1,1493,1493,1,1,0,0,No
1,1,1493,1493,1,1,0,0,No
6,1,1493,1493,1,1,0,0,No
4,1,1493,1493,1,1,0,0,No
4,2,1493,1493,1,1,0,0,No
3,1,1493,1493,1,1,0,0,No
8,1,1493,1493,1,1,0,0,No
3,1,1493,1493,1,1,0,1,No
7,2,1493,1493,1,1,0,0,No
9,2,1493,1493,1,1,0,0,No
18,3,1493,1493,1,1,0,0,No
8,2,1493,1493,1,1,0,0,No
18,5,1493,1493,1,1,0,0,No
7,2,1493,1493,1,1,0,0,No
36,7,1493,1493,1,1,0,1,No
6,2,1493,1493,1,1,0,0,No
3,1,1493,1493,1,1,0,1,No
10,2,1493,1493,1,1,0,0,No
9,2,1493,1493,1,1,0,0,No
7,1,1493,1493,1,1,0,0,No
6,1,1493,1493,1,1,0,0,No
5,1,1493,1493,1,1,0,0,No
3,1,1493,1493,1,1,0,1,No
6,1,1493,1493,1,1,0,0,No
6,1,1493,1493,1,1,0,0,No
3,1,1493,1493,1,1,0,1,No
3,1,1493,1493,1,1,0,1,No
3,1,1493,1493,1,1,0,1,No
3,1,1493,1493,1,1,0,1,No
3,1,1493,1493,1,1,0,1,No
3,1,1493,1493,1,1,0,1,No
4,1,1513,1513,1,2,0,1,No
3,1,1513,1513,1,2,0,1,No
3,1,1513,1513,1,2,0,1,No
3,1,1505,1505,1,2,0,1,No
11,1,1494,1494,1,1,0,0,No
29,8,1493,1493,1,1,0,0,No
32,10,1502,1502,1,2,0,1,No
45,11,1505,1505,1,2,0,1,No
5,1,1493,1493,1,1,0,0,No
5,1,1493,1493,1,1,0,0,No
7,1,1493,1493,1,1,0,0,No
4,1,1493,1493,1,1,0,0,No
7,1,1493,1493,1,1,0,0,No
4,1,1493,1493,1,1,0,0,No
7,1,1493,1493,1,1,0,0,No
9,2,1493,1493,1,1,0,0,No
11,2,1493,1493,1,1,0,0,No
5,1,1493,1493,1,1,0,0,No
7,1,1493,1493,1,1,0,0,No
1,1,1493,1493,1,1,0,0,No
1,1,1493,1493,1,1,0,0,No
3,1,1493,1493,1,1,0,0,No
1,1,1493,1493,1,1,0,0,No
6,1,1493,1493,1,1,0,0,No
4,1,1493,1493,1,1,0,0,No
5,2,1497,1497,1,2,0,0,No
3,1,1497,1497,1,2,0,0,No
26,2,1495,1495,1,1,0,0,No
3,1,1493,1493,1,1,0,1,No
7,2,1493,1493,1,1,0,0,No
9,2,1493,1493,1,1,0,0,No
49,11,1505,1505,1,2,0,0,No
8,2,1493,1493,1,1,0,0,No
55,16,1502,1502,1,2,0,0,No
25,7,1493,1493,1,1,0,0,No
84,16,1514,1514,1,2,0,1,No
3,1,1493,1493,1,1,0,1,No
6,1,1493,1493,1,1,0,0,No
6,1,1493,1493,1,1,0,0,No
3,1,1493,1493,1,1,0,1,No
6,1,1493,1493,1,1,0,0,No
6,1,1493,1493,1,1,0,0,No
3,1,1493,1493,1,1,0,1,No
6,1,1493,1493,1,1,0,0,No
6,1,1493,1493,1,1,0,0,No
3,1,1493,1493,1,1,0,1,No
6,1,1493,1493,1,1,0,0,No
6,1,1493,1493,1,1,0,0,No
3,1,1493,1493,1,1,0,1,No
9,2,1493,1493,1,1,0,0,No
6,1,1493,1493,1,1,0,0,No
6,2,1493,1493,1,1,0,0,No
7,2,1493,1493,1,1,0,1,No
7,2,1493,1493,1,1,0,1,No
7,2,1493,1493,1,1,0,1,No
14,3,1493,1493,1,1,0,0,No
11,2,1493,1493,1,1,0,0,No
13,3,1493,1493,1,1,0,0,No
14,3,1493,1493,1,1,0,0,No
11,2,0,0,0,0,0,0,No
11,2,0,0,0,0,0,0,No
11,2,0,0,0,0,0,0,No
10,2,0,0,0,0,0,0,No
10,2,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
7,2,48,48,1,1,0,1,No
8,2,48,48,1,1,0,1,No
4,1,48,48,1,1,0,0,No
5,1,48,48,1,1,0,0,No
14,2,48,48,1,1,0,0,No
3,1,48,48,1,1,0,1,No
9,2,48,48,1,1,0,0,No
6,1,837,837,1,1,0,0,No
3,1,837,837,1,1,0,1,No
9,2,837,837,1,1,0,0,No
6,1,852,846,1,2,0,0,No
3,1,871,866,1,2,0,1,No
6,1,858,858,1,1,0,0,No
6,1,860,859,1,2,0,0,No
4,1,837,837,1,1,0,0,No
3,1,837,837,1,1,0,1,No
14,3,837,837,1,1,0,1,No
11,2,837,837,1,1,0,0,No
3,1,837,837,1,1,0,1,No
4,1,837,837,1,1,0,0,No
15,4,837,837,1,1,0,0,No
11,3,837,837,1,1,0,0,No
17,4,837,837,1,1,0,0,No
5,1,837,837,1,1,0,0,No
5,1,837,837,1,1,0,0,No
7,1,837,837,1,1,0,0,No
4,1,837,837,1,1,0,0,No
7,1,837,837,1,1,0,0,No
4,1,837,837,1,1,0,0,No
7,1,837,837,1,1,0,0,No
9,2,837,837,1,1,0,0,No
11,2,837,837,1,1,0,0,No
5,1,837,837,1,1,0,0,No
7,1,837,837,1,1,0,0,No
1,1,837,837,1,1,0,0,No
1,1,837,837,1,1,0,0,No
3,1,837,837,1,1,0,0,No
1,1,837,837,1,1,0,0,No
6,1,837,837,1,1,0,0,No
4,1,837,837,1,1,0,0,No
4,2,837,837,1,1,0,0,No
3,1,837,837,1,1,0,0,No
8,1,837,837,1,1,0,0,No
3,1,837,837,1,1,0,1,No
7,2,837,837,1,1,0,0,No
9,2,837,837,1,1,0,0,No
16,3,837,837,1,1,0,0,No
8,2,837,837,1,1,0,0,No
11,4,837,837,1,1,0,0,No
11,3,837,837,1,1,0,0,No
36,7,837,837,1,1,0,1,No
3,1,837,837,1,1,0,1,No
10,2,837,837,1,1,0,1,No
9,2,837,837,1,1,0,0,No
6,1,837,837,1,1,0,0,No
5,1,837,837,1,1,0,0,No
3,1,837,837,1,1,0,1,No
6,1,837,837,1,1,0,0,No
6,1,837,837,1,1,0,0,No
4,1,837,837,1,1,0,0,No
3,1,837,837,1,1,0,1,No
3,1,837,837,1,1,0,0,No
7,2,837,837,1,1,0,0,No
8,2,837,837,1,1,0,0,No
18,3,837,837,1,1,0,0,No
5,1,837,837,1,1,0,0,No
5,1,837,837,1,1,0,0,No
7,1,837,837,1,1,0,0,No
4,1,837,837,1,1,0,0,No
7,1,837,837,1,1,0,0,No
4,1,837,837,1,1,0,0,No
7,1,837,837,1,1,0,0,No
9,2,837,837,1,1,0,0,No
11,2,837,837,1,1,0,0,No
5,1,837,837,1,1,0,0,No
7,1,837,837,1,1,0,0,No
1,1,837,837,1,1,0,0,No
1,1,837,837,1,1,0,0,No
3,1,837,837,1,1,0,0,No
1,1,837,837,1,1,0,0,No
6,1,837,837,1,1,0,0,No
4,1,837,837,1,1,0,0,No
4,2,837,837,1,1,0,0,No
3,1,837,837,1,1,0,0,No
6,1,837,837,1,1,0,0,No
3,1,837,837,1,1,0,1,No
7,2,837,837,1,1,0,0,No
9,2,837,837,1,1,0,0,No
12,2,837,837,1,1,0,1,No
8,2,837,837,1,1,0,0,No
15,4,837,837,1,1,0,0,No
31,6,837,837,1,1,0,1,No
6,2,837,837,1,1,0,0,No
3,1,681,681,1,1,0,1,No
10,2,691,691,1,2,0,0,No
9,2,691,691,1,2,0,0,No
7,1,681,681,1,1,0,0,No
6,1,687,685,1,2,0,0,No
5,1,687,685,1,2,0,0,No
4,1,681,681,1,1,0,0,No
3,1,681,681,1,1,0,1,No
14,3,681,681,1,1,0,1,No
11,2,681,681,1,1,0,0,No
3,1,681,681,1,1,0,1,No
14,3,681,681,1,1,0,1,No
11,2,681,681,1,1,0,0,No
3,1,681,681,1,1,0,1,No
14,3,681,681,1,1,0,1,No
11,2,681,681,1,1,0,0,No
3,1,681,681,1,1,0,1,No
14,3,681,681,1,1,0,1,No
11,2,681,681,1,1,0,0,No
6,1,681,681,1,1,0,0,No
19,5,681,681,1,1,0,0,No
17,5,681,681,1,1,0,0,No
25,6,681,681,1,1,0,0,No
5,1,681,681,1,1,0,0,No
5,1,681,681,1,1,0,0,No
7,1,681,681,1,1,0,0,No
4,1,681,681,1,1,0,0,No
7,1,681,681,1,1,0,0,No
4,1,681,681,1,1,0,0,No
7,1,681,681,1,1,0,0,No
9,2,681,681,1,1,0,0,No
11,2,681,681,1,1,0,0,No
5,1,681,681,1,1,0,0,No
7,1,681,681,1,1,0,0,No
1,1,681,681,1,1,0,0,No
1,1,681,681,1,1,0,0,No
3,1,681,681,1,1,0,0,No
1,1,681,681,1,1,0,0,No
6,1,681,681,1,1,0,0,No
4,1,681,681,1,1,0,0,No
4,2,681,681,1,1,0,0,No
3,1,681,681,1,1,0,0,No
12,1,681,681,1,1,0,0,No
3,1,681,681,1,1,0,1,No
7,2,681,681,1,1,0,0,No
9,2,681,681,1,1,0,0,No
24,5,681,681,1,1,0,0,No
8,2,681,681,1,1,0,0,No
17,6,681,681,1,1,0,0,No
15,4,681,681,1,1,0,0,No
46,9,681,681,1,1,0,1,No
3,1,681,681,1,1,0,1,No
10,2,681,681,1,1,0,1,No
9,2,681,681,1,1,0,0,No
6,1,681,681,1,1,0,0,No
5,1,681,681,1,1,0,0,No
3,1,681,681,1,1,0,1,No
10,2,681,681,1,1,0,1,No
9,2,681,681,1,1,0,0,No
6,1,681,681,1,1,0,0,No
5,1,681,681,1,1,0,0,No
3,1,681,681,1,1,0,1,No
10,2,681,681,1,1,0,1,No
9,2,681,681,1,1,0,0,No
6,1,681,681,1,1,0,0,No
5,1,0,0,0,0,0,0,No
3,1,0,0,0,0,0,1,No
10,2,5,5,1,1,0,1,No
9,2,0,0,0,0,0,0,No
6,1,0,0,0,0,0,0,No
5,1,0,0,0,0,0,0,No
4,1,385,384,1,2,0,0,No
3,1,405,394,1,2,0,1,No
14,3,397,386,1,1,0,1,No
11,2,377,376,1,1,0,0,No
3,1,375,375,1,1,0,0,No
7,2,375,375,1,1,0,0,No
8,2,375,375,1,1,0,0,No
13,3,375,375,1,1,0,0,No
5,1,375,375,1,1,0,0,No
5,1,375,375,1,1,0,0,No
7,1,375,375,1,1,0,0,No
4,1,375,375,1,1,0,0,No
7,1,375,375,1,1,0,0,No
4,1,375,375,1,1,0,0,No
7,1,375,375,1,1,0,0,No
9,2,375,375,1,1,0,0,No
11,2,375,375,1,1,0,0,No
5,1,375,375,1,1,0,0,No
7,1,375,375,1,1,0,0,No
1,1,375,375,1,1,0,0,No
1,1,375,375,1,1,0,0,No
3,1,375,375,1,1,0,0,No
1,1,375,375,1,1,0,0,No
6,1,375,375,1,1,0,0,No
4,1,375,375,1,1,0,0,No
4,2,375,375,1,1,0,0,No
3,1,375,375,1,1,0,0,No
6,1,375,375,1,1,0,0,No
3,1,375,375,1,1,0,1,No
7,2,375,375,1,1,0,0,No
9,2,375,375,1,1,0,0,No
12,2,375,375,1,1,0,0,No
8,2,375,375,1,1,0,0,No
8,3,375,375,1,1,0,0,No
31,6,375,375,1,1,0,1,No
3,1,375,375,1,1,0,1,No
10,2,375,375,1,1,0,1,No
9,2,375,375,1,1,0,0,No
6,1,375,375,1,1,0,0,No
5,1,375,375,1,1,0,0,No
4,1,375,375,1,1,0,0,No
3,1,375,375,1,1,0,1,No
14,3,378,377,1,1,0,1,No
11,2,378,377,1,1,0,0,No
3,1,375,375,1,1,0,0,No
7,2,375,375,1,1,0,0,No
8,2,375,375,1,1,0,0,No
13,3,375,375,1,1,0,0,No
5,1,383,383,1,1,0,0,No
5,1,383,383,1,1,0,0,No
7,1,375,375,1,1,0,0,No
4,1,375,375,1,1,0,0,No
7,1,375,375,1,1,0,0,No
4,1,375,375,1,1,0,0,No
7,1,375,375,1,1,0,0,No
9,2,375,375,1,1,0,0,No
11,2,375,375,1,1,0,0,No
5,1,375,375,1,1,0,0,No
7,1,375,375,1,1,0,0,No
1,1,375,375,1,1,0,0,No
1,1,375,375,1,1,0,0,No
3,1,375,375,1,1,0,0,No
1,1,375,375,1,1,0,0,No
6,1,375,375,1,1,0,0,No
4,1,375,375,1,1,0,0,No
4,2,375,375,1,1,0,0,No
3,1,375,375,1,1,0,0,No
6,1,375,375,1,1,0,0,No
3,1,375,375,1,1,0,1,No
7,2,375,375,1,1,0,0,No
9,2,375,375,1,1,0,0,No
12,2,375,375,1,1,0,0,No
8,2,375,375,1,1,0,0,No
8,3,375,375,1,1,0,0,No
31,6,375,375,1,1,0,1,No
3,1,375,375,1,1,0,1,No
10,2,375,375,1,1,0,1,No
9,2,375,375,1,1,0,0,No
6,1,375,375,1,1,0,0,No
5,1,375,375,1,1,0,0,No
61,1,8,8,1,1,0,0,No
4,1,1493,1493,1,1,0,0,No
8,5,1493,1493,1,1,0,0,No
4,1,1493,1493,1,1,0,0,No
3,1,1493,1493,1,1,0,0,No
8,2,1493,1493,1,1,0,0,No
7,4,1562,1562,1,2,0,0,No
4,1,1562,1562,1,2,0,0,No
3,1,1562,1562,1,2,0,0,No
8,2,1562,1562,1,2,0,0,No
4,1,1493,1493,1,1,0,0,No
3,1,1493,1493,1,1,0,1,No
3,1,1493,1493,1,1,0,1,No
4,1,1493,1493,1,1,0,0,No
11,3,1493,1493,1,1,0,0,No
11,3,1493,1493,1,1,0,0,No
22,4,1493,1493,1,1,0,0,No
5,1,1493,1493,1,1,0,0,No
5,1,1493,1493,1,1,0,0,No
7,1,1493,1493,1,1,0,0,No
4,1,1493,1493,1,1,0,0,No
7,1,1493,1493,1,1,0,0,No
4,1,1493,1493,1,1,0,0,No
7,1,1493,1493,1,1,0,0,No
9,2,1493,1493,1,1,0,0,No
11,2,1493,1493,1,1,0,0,No
5,1,1493,1493,1,1,0,0,No
7,1,1493,1493,1,1,0,0,No
1,1,1493,1493,1,1,0,0,No
1,1,1493,1493,1,1,0,0,No
3,1,1493,1493,1,1,0,0,No
1,1,1493,1493,1,1,0,0,No
6,1,1493,1493,1,1,0,0,No
4,1,1493,1493,1,1,0,0,No
4,2,1493,1493,1,1,0,0,No
3,1,1493,1493,1,1,0,0,No
8,1,1493,1493,1,1,0,0,No
3,1,1493,1493,1,1,0,1,No
7,2,1493,1493,1,1,0,0,No
9,2,1493,1493,1,1,0,0,No
18,3,1493,1493,1,1,0,0,No
8,2,1493,1493,1,1,0,0,No
18,5,1493,1493,1,1,0,0,No
7,2,1493,1493,1,1,0,0,No
36,7,1493,1493,1,1,0,1,No
6,2,1493,1493,1,1,0,0,No
3,1,1493,1493,1,1,0,1,No
10,2,1493,1493,1,1,0,0,No
9,2,1493,1493,1,1,0,0,No
7,1,1493,1493,1,1,0,0,No
6,1,1493,1493,1,1,0,0,No
5,1,1493,1493,1,1,0,0,No
3,1,1493,1493,1,1,0,1,No
6,1,1493,1493,1,1,0,0,No
6,1,1493,1493,1,1,0,0,No
3,1,1493,1493,1,1,0,1,No
3,1,1493,1493,1,1,0,1,No
3,1,1493,1493,1,1,0,1,No
3,1,1493,1493,1,1,0,1,No
3,1,1493,1493,1,1,0,1,No
3,1,1493,1493,1,1,0,1,No
4,1,1513,1513,1,2,0,1,No
3,1,1513,1513,1,2,0,1,No
3,1,1513,1513,1,2,0,1,No
3,1,1505,1505,1,2,0,1,No
11,1,1494,1494,1,1,0,0,No
29,8,1493,1493,1,1,0,0,No
32,10,1502,1502,1,2,0,1,No
45,11,1505,1505,1,2,0,1,No
5,1,1493,1493,1,1,0,0,No
5,1,1493,1493,1,1,0,0,No
7,1,1493,1493,1,1,0,0,No
4,1,1493,1493,1,1,0,0,No
7,1,1493,1493,1,1,0,0,No
4,1,1493,1493,1,1,0,0,No
7,1,1493,1493,1,1,0,0,No
9,2,1493,1493,1,1,0,0,No
11,2,1493,1493,1,1,0,0,No
5,1,1493,1493,1,1,0,0,No
7,1,1493,1493,1,1,0,0,No
1,1,1493,1493,1,1,0,0,No
1,1,1493,1493,1,1,0,0,No
3,1,1493,1493,1,1,0,0,No
1,1,1493,1493,1,1,0,0,No
6,1,1493,1493,1,1,0,0,No
4,1,1493,1493,1,1,0,0,No
5,2,1497,1497,1,2,0,0,No
3,1,1497,1497,1,2,0,0,No
26,2,1495,1495,1,1,0,0,No
3,1,1493,1493,1,1,0,1,No
7,2,1493,1493,1,1,0,0,No
9,2,1493,1493,1,1,0,0,No
49,11,1505,1505,1,2,0,0,No
8,2,1493,1493,1,1,0,0,No
55,16,1502,1502,1,2,0,0,No
25,7,1493,1493,1,1,0,0,No
84,16,1514,1514,1,2,0,1,No
3,1,1493,1493,1,1,0,1,No
6,1,1493,1493,1,1,0,0,No
6,1,1493,1493,1,1,0,0,No
3,1,1493,1493,1,1,0,1,No
6,1,1493,1493,1,1,0,0,No
6,1,1493,1493,1,1,0,0,No
