@relation 'BOOKKEEPER_training_iter_3-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.RemoveUseless-M99.0'

@attribute LOC numeric
@attribute CyclomaticComplexity numeric
@attribute Churn numeric
@attribute LocAdded numeric
@attribute NewcomerRisk numeric
@attribute Auth numeric
@attribute WeekendCommit numeric
@attribute ' nSmell' numeric
@attribute ' isBuggy' {No,Yes}

@data
71,10,209,195,1,2,0,3,No
49,7,200,190,1,2,0,2,No
31,4,196,188,1,2,0,1,No
7,2,182,181,1,2,0,0,No
7,2,182,181,1,2,0,1,No
7,2,182,181,1,2,0,1,No
28,3,180,180,1,1,0,1,No
5,2,180,180,1,1,0,0,No
5,2,180,180,1,1,0,1,No
7,1,180,180,1,1,0,0,No
5,1,182,181,1,2,0,0,No
32,7,450,450,1,1,0,0,No
60,4,454,452,1,2,0,2,No
4,1,450,450,1,1,0,0,No
44,3,454,452,1,2,0,2,No
6,1,452,451,1,2,0,1,No
6,1,450,450,1,1,0,1,No
6,1,450,450,1,1,0,0,No
4,1,450,450,1,1,0,0,No
8,3,453,452,1,1,0,0,No
4,1,450,450,1,1,0,0,No
79,8,462,456,1,2,0,1,No
4,1,450,450,1,1,0,0,No
25,3,452,451,1,2,0,1,No
6,1,452,451,1,2,0,1,No
5,1,450,450,1,1,0,0,No
5,1,452,451,1,2,0,0,No
28,5,458,454,1,2,0,0,No
5,1,450,450,1,1,0,0,No
31,5,450,450,1,1,0,0,No
4,1,450,450,1,1,0,0,No
9,3,450,450,1,1,0,0,No
4,1,450,450,1,1,0,0,No
4,1,450,450,1,1,0,0,No
3,1,450,450,1,1,0,0,No
32,7,450,450,1,1,0,0,No
60,4,454,452,1,2,0,2,No
4,1,450,450,1,1,0,0,No
44,3,454,452,1,2,0,2,No
6,1,452,451,1,2,0,1,No
6,1,450,450,1,1,0,1,No
79,8,462,456,1,2,0,1,No
4,1,450,450,1,1,0,0,No
25,3,452,451,1,2,0,1,No
6,1,452,451,1,2,0,1,No
5,1,450,450,1,1,0,0,No
28,5,458,454,1,2,0,0,No
31,5,450,450,1,1,0,0,No
4,1,450,450,1,1,0,0,No
9,3,450,450,1,1,0,0,No
7,2,39,39,1,1,0,0,No
6,1,80,79,1,2,0,0,No
6,1,80,79,1,2,0,0,No
6,1,80,79,1,2,0,0,No
4,1,78,78,1,1,0,0,No
14,2,80,79,1,2,0,0,No
10,2,64,64,1,1,0,0,No
3,1,32,32,1,1,0,0,No
3,1,32,32,1,1,0,0,No
3,1,226,226,1,1,0,0,No
4,1,228,227,1,2,0,0,No
84,11,240,233,1,2,0,1,No
76,11,238,232,1,2,0,1,No
39,5,236,231,1,2,0,0,No
4,2,226,226,1,1,0,0,No
24,3,262,244,1,2,0,0,No
16,3,258,242,1,2,0,0,No
25,3,266,246,1,2,0,0,No
18,3,264,245,1,2,0,0,No
22,3,232,229,1,2,0,0,No
16,3,230,228,1,2,0,0,No
4,1,187,187,1,1,0,0,No
8,2,187,187,1,1,0,0,No
4,1,187,187,1,1,0,0,No
56,2,206,201,1,3,0,2,No
28,2,189,188,1,2,0,2,No
19,1,189,188,1,2,0,2,No
5,1,189,188,1,2,0,1,No
4,1,187,187,1,1,0,1,No
15,1,202,199,1,2,0,0,No
3,1,200,198,1,2,0,0,No
4,1,200,198,1,2,0,0,No
6,1,187,187,1,1,0,0,No
5,1,187,187,1,1,0,0,No
4,1,189,188,1,2,0,0,No
4,1,187,187,1,1,0,0,No
8,2,187,187,1,1,0,0,No
11,2,56,54,1,2,0,0,No
5,1,52,52,1,1,0,0,No
6,2,428,428,1,1,0,0,No
19,6,444,436,1,2,0,0,No
5,1,428,428,1,1,0,0,No
5,1,428,428,1,1,0,0,No
39,5,486,457,1,2,0,0,No
32,5,484,456,1,2,0,0,No
12,3,467,439,1,2,0,0,No
3,1,428,428,1,1,0,0,No
18,3,432,430,1,2,0,0,No
16,2,430,429,1,2,0,0,No
10,2,430,429,1,2,0,0,No
50,9,436,432,1,2,0,1,No
37,9,434,431,1,2,0,1,No
6,2,428,428,1,1,0,0,No
48,7,432,430,1,2,0,1,No
44,7,432,430,1,2,0,1,No
10,3,430,429,1,2,0,0,No
27,5,464,446,1,2,0,0,No
17,4,462,445,1,2,0,0,No
7,2,436,432,1,2,0,0,No
47,6,436,432,1,2,0,2,No
41,6,436,432,1,2,0,2,No
12,3,432,430,1,2,0,0,No
16,2,430,429,1,2,0,0,No
10,2,430,429,1,2,0,0,No
50,9,436,432,1,2,0,1,No
37,9,434,431,1,2,0,1,No
6,2,428,428,1,1,0,0,No
48,7,432,430,1,2,0,1,No
44,7,432,430,1,2,0,1,No
10,3,430,429,1,2,0,0,No
27,5,464,446,1,2,0,0,No
17,4,462,445,1,2,0,0,No
8,1,110,107,1,2,0,0,No
8,1,112,108,1,2,0,0,No
9,1,112,108,1,2,0,0,No
9,1,112,108,1,2,0,0,No
8,1,110,107,1,2,0,0,No
8,1,110,107,1,2,0,0,No
8,1,112,108,1,2,0,0,No
9,1,112,108,1,2,0,0,No
9,1,112,108,1,2,0,0,No
8,1,110,107,1,2,0,0,No
4,1,35,35,1,1,0,0,No
7,1,98,98,1,1,0,0,No
7,1,98,98,1,1,0,0,No
7,1,98,98,1,1,0,0,No
7,1,98,98,1,1,0,0,No
7,1,98,98,1,1,0,0,No
7,1,98,98,1,1,0,0,No
7,1,98,98,1,1,0,0,No
7,1,98,98,1,1,0,0,No
7,1,98,98,1,1,0,0,No
7,1,98,98,1,1,0,0,No
7,1,98,98,1,1,0,0,No
7,1,98,98,1,1,0,0,No
35,4,104,91,1,2,0,0,No
27,4,104,91,1,2,0,0,No
11,3,102,90,1,2,0,0,No
5,1,78,78,1,1,0,1,No
9,2,177,177,1,1,0,1,No
3,1,177,177,1,1,0,0,No
5,2,177,177,1,1,0,0,No
10,3,177,177,1,1,0,1,No
7,2,177,177,1,1,0,1,No
16,3,193,193,1,1,0,1,No
9,2,177,177,1,1,0,1,No
3,1,177,177,1,1,0,0,No
5,2,177,177,1,1,0,0,No
10,3,177,177,1,1,0,1,No
7,2,177,177,1,1,0,1,No
14,3,260,260,1,1,0,1,No
68,9,285,275,1,1,0,2,No
4,1,260,260,1,1,0,0,No
6,3,260,260,1,1,0,0,No
44,10,264,262,1,1,0,1,No
3,1,262,261,1,1,0,1,No
6,2,425,425,1,1,0,0,No
71,8,444,436,1,2,0,7,No
10,2,428,426,1,2,0,2,No
17,2,438,434,1,2,0,2,No
4,1,437,437,1,1,0,2,No
6,2,425,425,1,1,0,0,No
6,2,425,425,1,1,0,0,No
11,2,431,428,1,1,0,0,No
36,4,434,429,1,2,0,3,No
6,2,427,426,1,2,0,0,No
3,1,0,0,0,0,0,0,No
14,2,0,0,0,0,0,3,No
11,2,0,0,0,0,0,2,No
4,1,27,6,1,1,0,2,No
24,2,87,83,1,1,0,2,No
24,2,34,31,1,1,0,2,No
33,5,43,41,1,1,0,2,No
7,2,43,41,0,1,0,0,No
24,2,87,83,1,1,0,2,No
24,2,34,31,1,1,0,2,No
33,5,43,41,1,1,0,2,No
7,2,43,41,0,1,0,0,No
6,1,9,9,1,1,0,2,No
47,5,86,39,1,2,0,0,Yes
9,2,37,29,0,1,0,0,Yes
26,8,59,36,1,1,0,1,No
6,4,37,29,1,1,0,1,No
66,6,152,140,1,3,0,3,No
3,1,102,100,1,1,0,0,No
7,2,117,109,1,1,0,1,No
38,4,147,88,1,3,0,0,Yes
34,4,135,80,1,3,0,0,Yes
19,1,88,52,1,2,0,2,Yes
17,1,54,48,1,1,0,0,No
18,3,0,0,0,0,0,0,No
9,2,6,2,0,1,0,0,Yes
17,2,17,10,1,2,0,0,Yes
29,5,138,2,1,2,0,0,Yes
21,5,120,0,1,1,0,0,Yes
19,2,97,17,1,2,0,0,Yes
3,1,0,0,0,0,0,0,Yes
28,3,24,11,1,2,0,0,Yes
18,2,10,1,1,1,0,0,No
6,1,3,2,1,1,0,0,No
12,2,18,17,1,2,0,0,No
7,1,34,1,1,1,0,0,No
11,2,74,0,1,1,0,0,No
6,1,40,0,1,1,0,0,Yes
8,2,4,0,1,1,0,0,No
6,2,0,0,0,0,0,0,No
3,1,0,0,0,0,0,0,No
5,2,0,0,0,0,0,0,No
6,1,9,9,1,1,0,2,No
47,5,86,39,1,2,0,0,No
9,2,37,29,0,1,0,0,No
6,2,0,0,0,0,0,0,No
3,1,0,0,0,0,0,0,No
5,2,0,0,0,0,0,0,No
14,6,4,4,1,1,0,0,No
31,9,29,24,1,2,0,1,No
24,5,0,0,0,0,0,1,No
3,1,0,0,0,0,0,0,No
3,1,0,0,0,0,0,0,No
14,3,0,0,0,0,0,0,No
59,16,0,0,0,0,0,1,No
10,6,195,195,1,1,0,0,No
15,3,195,195,1,1,0,0,No
15,2,195,195,1,1,0,1,No
23,3,202,199,1,1,0,0,No
8,2,195,195,1,1,0,0,No
15,1,195,195,1,1,0,0,Yes
10,1,195,195,1,1,0,0,No
4,1,195,195,1,1,0,0,No
5,1,198,197,1,1,0,0,Yes
29,4,112,99,1,2,0,1,No
23,3,123,9,1,1,0,1,No
14,1,48,46,1,1,0,1,No
30,3,31,28,1,1,0,1,No
4,1,28,28,1,1,0,0,No
22,1,35,33,1,1,0,1,No
5,2,31,31,1,1,0,0,No
14,2,33,32,1,1,0,0,No
42,6,41,34,0,1,0,2,No
22,3,15,7,1,1,0,0,No
9,2,13,13,1,1,0,0,No
9,2,0,0,0,0,0,0,No
58,8,214,143,1,1,0,2,No
14,2,117,113,1,1,0,0,Yes
34,8,64,41,1,1,0,0,No
33,8,92,49,1,1,0,1,No
10,1,12,12,1,1,0,0,No
8,2,2,1,1,1,0,0,No
3,1,0,0,0,0,0,0,No
14,3,2,2,0,1,0,1,No
7,3,15,14,1,1,0,0,No
21,4,11,3,1,1,0,0,No
4,1,0,0,0,0,0,1,No
3,1,0,0,0,0,0,0,No
10,4,10,10,1,1,0,0,No
3,1,10,10,1,1,0,0,No
9,3,10,10,1,1,0,0,No
21,4,209,198,1,2,0,0,No
10,6,198,195,1,2,0,3,No
8,1,209,205,1,2,0,0,No
23,4,171,170,1,2,0,3,No
25,3,211,210,1,2,0,0,No
7,2,211,210,1,2,0,0,No
23,4,55,53,1,2,0,0,No
61,4,86,83,1,2,0,1,No
4,2,55,54,1,1,0,1,No
34,6,69,65,1,2,0,0,No
38,2,34,33,1,1,0,0,No
4,1,0,0,0,0,0,0,No
4,2,378,378,1,1,0,0,Yes
4,1,378,378,1,1,0,0,Yes
43,6,391,380,1,3,0,0,Yes
13,1,380,379,1,1,0,0,No
8,1,378,378,1,1,0,0,No
18,3,380,379,1,1,0,1,No
34,6,378,378,1,1,0,1,Yes
12,3,378,378,1,1,0,0,No
9,2,378,378,1,1,0,0,No
6,2,378,378,1,1,0,0,No
31,3,378,378,1,1,0,3,Yes
10,2,125,125,1,1,0,0,No
7,2,125,125,1,1,0,0,No
3,1,125,125,1,1,0,0,No
6,2,125,125,1,1,0,0,No
4,1,125,125,1,1,0,0,Yes
5,1,125,125,1,1,0,0,Yes
39,5,170,155,1,3,0,2,Yes
10,1,125,125,1,1,0,1,No
4,2,378,378,1,1,0,0,No
4,1,378,378,1,1,0,0,No
10,2,125,125,1,1,0,0,No
7,2,125,125,1,1,0,0,No
3,1,125,125,1,1,0,0,No
6,2,125,125,1,1,0,0,No
4,1,125,125,1,1,0,0,No
5,1,125,125,1,1,0,0,No
14,2,72,70,1,1,0,1,No
13,2,71,70,1,1,0,1,No
4,1,183,183,1,1,0,0,No
12,1,188,188,1,1,0,0,No
4,1,183,183,1,1,0,0,No
4,1,183,183,1,1,0,0,No
4,1,183,183,1,1,0,0,No
21,1,183,183,1,1,0,0,No
16,3,187,185,1,2,0,1,No
25,3,225,203,1,2,0,0,No
6,1,183,183,1,1,0,0,Yes
5,1,183,183,1,1,0,0,Yes
6,1,183,183,1,1,0,0,No
5,1,183,183,1,1,0,0,No
21,4,550,550,1,1,0,0,No
4,1,550,550,1,1,0,0,No
3,1,561,561,1,2,0,0,No
23,2,554,552,1,2,0,1,Yes
30,4,561,559,1,2,0,2,No
8,2,552,551,1,2,0,0,No
3,1,550,550,1,1,0,0,No
3,1,550,550,1,1,0,0,Yes
19,5,556,554,1,2,0,1,No
43,7,550,550,1,1,0,0,No
32,7,554,552,1,2,0,1,No
7,2,550,550,1,1,0,0,No
6,1,550,550,1,1,0,0,No
79,10,560,558,1,2,0,1,Yes
12,2,0,0,0,0,0,0,No
11,3,0,0,0,0,0,0,No
4,1,550,550,1,1,0,0,No
3,1,561,561,1,2,0,0,No
23,2,554,552,1,2,0,1,No
30,4,561,559,1,2,0,2,No
8,2,552,551,1,2,0,0,No
6,2,157,157,1,1,0,0,No
7,2,157,157,1,1,0,0,No
4,1,157,157,1,1,0,0,No
3,1,159,158,1,1,0,1,No
8,2,712,712,1,1,0,3,No
8,2,712,712,1,1,0,3,No
13,4,746,746,1,2,1,0,No
22,1,752,749,1,2,1,0,No
16,3,719,713,1,2,1,0,No
18,3,720,713,1,2,1,0,No
12,1,712,712,1,1,0,0,No
3,1,712,712,1,1,0,1,No
30,6,712,712,1,1,0,0,Yes
19,4,712,712,1,1,0,0,No
35,6,718,715,1,2,0,0,Yes
78,15,718,714,1,1,0,5,Yes
4,1,712,712,1,1,0,0,No
30,8,714,713,1,1,0,0,No
71,13,830,786,1,2,0,0,No
58,11,712,712,1,1,0,0,No
24,5,732,729,1,1,0,0,No
47,5,752,745,1,3,0,0,No
10,2,731,730,1,1,0,0,No
19,3,721,720,1,1,0,0,No
8,2,712,712,1,1,0,0,Yes
11,2,712,712,1,1,0,0,No
13,3,0,0,0,0,0,0,No
9,2,0,0,0,0,0,0,Yes
7,1,26,12,1,1,0,0,No
8,2,52,28,1,1,0,0,No
6,2,113,113,1,1,0,0,No
4,1,113,113,1,1,0,0,Yes
11,2,126,114,1,1,0,0,No
4,1,127,114,1,1,0,0,No
5,1,53,53,1,1,0,0,Yes
5,1,53,53,1,1,0,0,No
5,1,53,53,1,1,0,0,No
3,1,0,0,0,0,0,0,No
3,1,0,0,0,0,0,0,No
3,1,0,0,0,0,0,0,No
6,2,0,0,0,0,0,0,No
5,2,8,6,1,1,0,0,No
6,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
6,1,0,0,0,0,0,0,No
10,3,0,0,0,0,0,0,No
5,1,0,0,0,0,0,0,No
6,2,0,0,0,0,0,0,No
3,1,0,0,0,0,0,0,No
8,3,0,0,0,0,0,0,No
5,1,0,0,0,0,0,0,No
6,1,0,0,0,0,0,0,No
6,1,0,0,0,0,0,0,No
5,1,0,0,0,0,0,0,No
5,1,0,0,0,0,0,0,No
5,1,0,0,0,0,0,0,No
5,1,0,0,0,0,0,0,No
6,1,0,0,0,0,0,0,No
5,1,0,0,0,0,0,0,No
6,1,0,0,0,0,0,0,No
6,1,0,0,0,0,0,0,No
5,1,0,0,0,0,0,0,No
6,1,0,0,0,0,0,0,No
5,1,0,0,0,0,0,0,No
5,1,0,0,0,0,0,0,No
6,1,0,0,0,0,0,0,No
5,1,0,0,0,0,0,0,No
42,20,2,2,0,1,0,0,No
44,21,2,2,0,1,0,0,No
9,1,56,34,1,2,0,1,Yes
5,1,33,6,1,1,0,0,No
4,1,17,11,0,1,0,0,No
22,2,0,0,0,0,0,1,No
4,1,27,3,1,1,0,0,No
4,1,27,3,1,1,0,0,No
19,2,13,10,0,1,0,0,No
20,2,0,0,0,0,0,0,No
3,1,27,3,1,1,0,0,No
15,3,11,9,0,1,0,1,Yes
12,3,11,9,1,1,0,0,Yes
6,1,5,4,1,1,0,0,No
9,1,0,0,0,0,0,1,No
5,1,0,0,0,0,0,0,No
6,1,5,4,1,1,0,0,No
9,1,0,0,0,0,0,1,No
5,1,0,0,0,0,0,0,No
7,2,6,5,1,1,0,0,No
4,1,0,0,0,0,0,0,No
3,1,0,0,0,0,0,1,No
3,1,0,0,0,0,0,1,No
27,3,0,0,0,0,0,1,No
10,1,0,0,0,0,0,1,No
15,2,0,0,0,0,0,1,No
9,2,0,0,0,0,0,1,No
32,4,2,1,0,1,0,2,No
20,3,2,1,0,1,0,2,No
27,1,0,0,0,0,0,1,No
4,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
11,2,0,0,0,0,0,2,No
139,12,44,41,1,1,1,7,No
123,11,40,39,1,1,1,7,No
10,2,33,33,1,1,1,1,No
53,7,6,6,1,1,1,2,No
48,4,4,2,1,2,1,2,No
37,4,2,1,0,1,0,2,No
18,3,0,0,0,0,0,1,No
10,2,4,4,1,1,1,1,No
13,1,20,16,1,1,1,1,No
37,4,16,15,1,1,1,4,No
11,2,15,14,1,1,1,1,No
4,1,0,0,0,0,0,0,No
10,2,4,4,1,1,1,1,No
13,1,20,16,1,1,1,1,No
37,4,16,15,1,1,1,4,No
11,2,15,14,1,1,1,1,No
37,4,16,15,1,1,1,4,No
11,2,15,14,1,1,1,1,No
4,1,0,0,0,0,0,0,No
3,1,0,0,0,0,0,0,Yes
3,1,0,0,0,0,0,0,No
3,1,2,1,1,1,0,0,No
4,1,0,0,0,0,0,0,No
34,3,27,17,1,1,1,3,No
19,2,0,0,0,0,0,1,No
9,1,0,0,0,0,0,0,No
3,1,0,0,0,0,0,1,No
4,1,0,0,0,0,0,0,No
32,4,0,0,0,0,0,3,No
4,1,7,6,1,1,0,0,No
8,1,4,2,0,1,0,0,No
4,1,2,1,1,1,0,0,No
3,1,0,0,0,0,0,0,No
10,4,0,0,0,0,0,0,No
21,1,0,0,0,0,0,0,No
3,1,2,1,0,1,0,0,No
3,1,0,0,0,0,0,0,No
35,6,0,0,0,0,0,3,No
6,1,0,0,0,0,0,0,No
9,1,7,3,1,1,0,0,No
24,1,25,23,0,1,0,1,Yes
37,2,31,2,0,1,0,4,No
6,1,0,0,0,0,0,0,No
3,1,0,0,0,0,0,0,No
16,1,0,0,0,0,0,0,No
4,1,2,1,1,1,0,0,No
9,2,0,0,0,0,0,0,No
12,2,0,0,0,0,0,0,No
3,1,8,5,0,1,0,0,No
74,6,52,43,1,2,1,3,Yes
70,6,42,36,1,1,1,3,Yes
38,5,36,32,1,1,1,3,No
23,3,32,29,1,1,1,2,Yes
14,2,0,0,0,0,0,0,No
15,4,0,0,0,0,0,0,Yes
3,1,0,0,0,0,0,0,No
18,3,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
5,1,20,20,0,1,0,0,No
5,1,0,0,0,0,0,0,No
49,5,38,32,0,2,0,1,Yes
6,1,0,0,0,0,0,0,Yes
15,2,20,18,1,2,0,0,No
10,2,18,17,1,1,0,0,No
3,1,2,1,0,1,0,0,No
13,3,0,0,0,0,0,0,No
9,2,0,0,0,0,0,0,No
6,2,0,0,0,0,0,0,No
14,3,0,0,0,0,0,0,No
86,8,83,60,1,3,1,5,Yes
48,6,66,46,1,3,1,3,No
41,6,66,46,1,3,1,3,Yes
22,4,37,35,1,3,1,2,Yes
22,2,14,12,1,2,1,1,No
17,2,14,12,1,2,1,1,No
45,6,5,3,1,1,1,1,Yes
23,4,0,0,0,0,0,1,No
9,2,0,0,0,0,0,0,Yes
7,2,0,0,0,0,0,1,No
11,1,0,0,0,0,0,0,No
6,1,0,0,0,0,0,0,No
9,1,0,0,0,0,0,0,No
8,1,0,0,0,0,0,0,No
38,5,36,32,1,1,1,3,No
23,3,32,29,1,1,1,2,No
3,1,2,1,0,1,0,0,No
48,6,66,46,1,3,1,3,No
41,6,66,46,1,3,1,3,No
22,4,37,35,1,3,1,2,No
7,2,0,0,0,0,0,1,No
11,1,0,0,0,0,0,0,No
6,1,0,0,0,0,0,0,No
9,1,0,0,0,0,0,0,No
8,1,0,0,0,0,0,0,No
3,1,0,0,0,0,0,0,Yes
3,1,0,0,0,0,0,0,Yes
6,2,0,0,0,0,0,1,No
5,1,0,0,0,0,0,1,No
9,2,0,0,0,0,0,1,No
23,3,0,0,0,0,0,1,Yes
55,9,0,0,0,0,0,8,Yes
3,1,12,11,1,1,0,0,No
3,1,12,11,1,1,0,0,No
41,10,57,53,1,3,1,0,Yes
7,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
74,9,8,5,0,1,0,4,No
10,3,8,5,0,1,0,0,No
10,2,0,0,0,0,0,0,No
23,3,79,18,1,2,0,0,No
11,3,19,17,1,2,0,0,No
4,1,0,0,0,0,0,0,No
42,5,12,6,1,2,1,3,No
10,2,5,2,0,1,0,2,No
14,2,2,1,1,1,1,1,No
13,1,19,18,1,1,0,0,No
6,1,0,0,0,0,0,0,No
4,1,2,1,0,1,0,0,No
4,1,0,0,0,0,0,0,No
6,2,0,0,0,0,0,0,No
32,6,0,0,0,0,0,0,No
7,2,0,0,0,0,0,0,Yes
42,9,4,4,0,1,0,4,Yes
4,1,0,0,0,0,0,0,Yes
23,4,0,0,0,0,0,2,Yes
14,2,3,2,1,2,0,1,Yes
8,1,0,0,0,0,0,2,Yes
54,8,15,15,1,1,1,0,Yes
3,1,0,0,0,0,0,0,Yes
3,1,0,0,0,0,0,1,No
3,1,0,0,0,0,0,1,No
3,1,0,0,0,0,0,0,No
8,2,16,14,0,1,0,0,No
9,2,17,8,1,1,0,0,No
50,13,31,19,0,2,0,2,No
5,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
6,1,0,0,0,0,0,1,No
5,1,0,0,0,0,0,0,No
7,1,3,2,1,1,0,1,No
4,1,0,0,0,0,0,0,No
10,2,0,0,0,0,0,0,No
18,5,31,15,1,1,0,0,No
18,5,31,15,1,1,0,0,No
4,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
9,3,0,0,0,0,0,0,No
3,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
3,1,0,0,0,0,0,0,No
3,1,0,0,0,0,0,0,No
3,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
7,3,6,5,1,1,0,1,No
4,1,0,0,0,0,0,0,No
4,1,21,21,0,1,0,0,No
4,1,27,27,1,1,0,0,No
4,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
4,1,12,12,1,1,0,0,No
4,1,12,12,1,1,0,0,No
4,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
4,1,6,3,1,1,0,0,No
4,1,0,0,0,0,0,0,No
7,2,0,0,0,0,0,0,No
7,2,0,0,0,0,0,0,No
7,2,0,0,0,0,0,1,No
11,3,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
7,3,26,25,1,1,0,1,No
4,1,20,20,0,1,0,0,No
4,1,106,106,0,1,0,0,No
4,1,106,106,1,1,0,0,No
4,1,106,106,1,1,0,0,No
4,1,106,106,1,1,0,0,No
4,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
9,2,84,84,1,1,0,1,No
17,2,86,85,1,1,0,1,No
20,3,0,0,0,0,0,2,No
15,3,0,0,0,0,0,1,No
37,4,0,0,0,0,0,4,No
32,4,0,0,0,0,0,3,No
30,5,12,8,1,2,0,2,No
11,2,3,2,1,2,0,0,No
31,4,0,0,0,0,0,2,No
24,4,0,0,0,0,0,1,No
8,4,21,21,1,1,1,0,No
3,1,21,21,1,1,1,0,No
10,2,21,21,1,1,1,0,No
18,2,6,4,0,1,0,0,No
11,2,2,2,0,1,0,0,No
7,1,0,0,0,0,0,0,No
11,1,0,0,0,0,0,0,No
6,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
17,2,27,3,1,1,1,2,No
9,1,2,1,0,1,0,0,No
61,5,4,3,0,1,0,3,No
55,5,4,3,0,1,0,3,No
11,2,4,3,0,1,0,0,No
16,3,0,0,0,0,0,1,No
11,3,0,0,0,0,0,1,No
10,1,0,0,0,0,0,0,No
11,1,0,0,0,0,0,0,No
14,3,0,0,0,0,0,0,No
11,1,0,0,0,0,0,0,No
3,1,0,0,0,0,0,0,No
3,1,0,0,0,0,0,0,No
29,2,0,0,0,0,0,0,No
21,2,0,0,0,0,0,0,No
9,1,0,0,0,0,0,0,No
34,3,0,0,0,0,0,2,No
27,3,0,0,0,0,0,2,No
15,2,0,0,0,0,0,1,No
4,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
24,2,8,5,1,1,1,1,No
23,2,8,4,1,1,1,0,No
36,5,0,0,0,0,0,1,No
22,3,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
4,2,0,0,0,0,0,0,No
36,5,0,0,0,0,0,1,No
22,3,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
19,1,0,0,0,0,0,0,No
6,1,0,0,0,0,0,0,No
11,2,0,0,0,0,0,0,No
33,5,0,0,0,0,0,2,No
56,13,2,1,0,1,0,1,No
25,2,132,132,1,1,1,0,No
9,1,132,132,1,1,1,0,No
12,1,132,132,1,1,1,0,No
10,1,132,132,1,1,1,0,No
3,1,236,236,1,1,0,0,No
21,6,236,236,1,1,0,0,No
12,4,236,236,1,1,0,0,No
12,4,236,236,1,1,0,0,No
8,1,236,236,1,1,0,0,No
3,1,236,236,1,1,0,0,No
3,1,236,236,1,1,0,0,No
7,2,236,236,1,1,0,0,No
5,2,236,236,1,1,0,0,No
3,1,236,236,1,1,0,0,No
21,6,236,236,1,1,0,0,No
12,4,236,236,1,1,0,0,No
12,4,236,236,1,1,0,0,No
8,1,236,236,1,1,0,0,No
13,3,2,1,0,1,0,0,Yes
21,3,42,42,1,2,1,2,Yes
6,1,42,42,1,2,1,0,Yes
15,2,22,21,0,1,0,0,Yes
8,2,22,21,0,1,0,0,Yes
19,2,2,1,1,1,0,0,Yes
8,2,0,0,0,0,0,0,Yes
16,2,0,0,0,0,0,0,Yes
9,2,0,0,0,0,0,0,Yes
5,1,0,0,0,0,0,0,Yes
4,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
5,2,0,0,0,0,0,0,No
3,1,0,0,0,0,0,0,No
7,2,0,0,0,0,0,1,No
4,1,0,0,0,0,0,0,No
4,1,0,0,0,0,0,0,No
5,2,0,0,0,0,0,0,No
3,1,0,0,0,0,0,0,No
9,2,0,0,0,0,0,0,No
12,2,0,0,0,0,0,1,No
9,2,0,0,0,0,0,0,No
12,2,0,0,0,0,0,1,No
4,1,8,8,1,1,0,0,No
12,1,1,1,0,1,0,0,Yes
7,1,31,29,1,1,0,0,Yes
11,2,27,27,1,1,0,0,No
11,1,27,27,1,1,0,0,No
11,2,0,0,0,0,0,0,No
3,1,4,4,1,1,0,0,No
14,4,6,1,0,1,0,0,No
5,1,0,0,0,0,0,0,No
13,1,0,0,0,0,0,5,No
40,6,5,2,0,1,0,1,No
5,1,13,9,0,1,0,0,No
135,20,57,44,1,2,0,13,Yes
11,1,23,23,1,1,0,0,No
26,4,23,23,1,1,0,0,Yes
14,4,6,1,0,1,0,0,No
9,1,90,90,1,1,0,0,Yes
9,3,0,0,0,0,0,0,No
8,2,0,0,0,0,0,1,No
9,3,0,0,0,0,0,0,No
8,2,0,0,0,0,0,1,No
5,1,0,0,0,0,0,0,No
32,4,0,0,0,0,0,2,No
16,2,0,0,0,0,0,0,No
12,1,0,0,0,0,0,0,No
117,16,2,1,1,1,0,4,No
4,1,0,0,0,0,0,0,No
3,1,0,0,0,0,0,0,No
8,3,0,0,0,0,0,0,No
8,3,0,0,0,0,0,1,No
6,2,0,0,0,0,0,0,No
48,3,0,0,0,0,0,1,No
11,2,0,0,0,0,0,0,No
