@relation 'BOOKKEEPER_training_iter_1-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.RemoveUseless-M99.0'

@attribute LOC numeric
@attribute CyclomaticComplexity numeric
@attribute Churn numeric
@attribute LocAdded numeric
@attribute NewcomerRisk numeric
@attribute Auth numeric
@attribute WeekendCommitRatio numeric
@attribute ' nSmell' numeric
@attribute ' isBuggy' {No,Yes}

@data
3,1,6108,6102,1,2,0,1,No
6,3,6502,6146,1,2,0,0,No
8,2,6502,6146,1,2,0,0,No
9,2,6502,6146,1,2,0,0,No
8,2,6502,6146,1,2,0,0,No
14,5,6548,6187,1,2,0,0,No
41,9,6147,6141,1,2,0,1,No
3,1,6441,6109,1,2,0,0,No
8,2,7009,6107,1,2,0,0,No
5,1,6684,6102,1,2,0,0,No
3,1,6119,6101,1,2,0,0,No
8,2,6807,6105,1,2,0,0,No
5,1,6147,6138,1,2,0,0,No
3,1,6135,6134,1,2,0,0,No
8,2,6135,6134,1,2,0,0,No
5,1,6135,6134,1,2,0,0,No
11,3,6135,6134,1,2,0,0,No
5,1,6135,6134,1,2,0,0,No
4,1,6420,6415,1,2,0,0,No
3,1,6412,6411,1,2,0,0,No
3,1,6412,6411,1,2,0,0,No
2,1,6412,6411,1,2,0,0,No
5,3,6412,6411,1,2,0,0,No
11,3,6412,6411,1,2,0,0,No
17,4,6412,6411,1,2,0,0,No
5,1,6412,6411,1,2,0,0,No
7,1,6412,6411,1,2,0,0,No
4,1,6412,6411,1,2,0,0,No
7,1,6412,6411,1,2,0,0,No
4,1,6412,6411,1,2,0,0,No
7,1,6412,6411,1,2,0,0,No
9,2,6412,6411,1,2,0,0,No
11,2,6412,6411,1,2,0,0,No
5,1,6412,6411,1,2,0,0,No
7,1,6412,6411,1,2,0,0,No
3,1,6412,6411,1,2,0,0,No
3,1,6412,6411,1,2,0,0,No
3,1,6412,6411,1,2,0,0,No
3,1,6412,6411,1,2,0,0,No
5,1,6412,6411,1,2,0,0,No
3,1,6412,6411,1,2,0,0,No
8,2,6412,6411,1,2,0,0,No
3,1,6412,6411,1,2,0,1,No
6,3,6412,6411,1,2,0,0,No
8,2,6412,6411,1,2,0,0,No
9,2,6412,6411,1,2,0,0,No
8,2,6412,6411,1,2,0,0,No
11,4,6412,6411,1,2,0,0,No
32,7,6412,6411,1,2,0,1,No
3,1,6412,6411,1,2,0,0,No
8,2,6412,6411,1,2,0,0,No
5,1,6412,6411,1,2,0,0,No
3,1,6412,6411,1,2,0,0,No
5,1,6412,6411,1,2,0,0,No
5,1,6412,6411,1,2,0,0,No
4,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
2,1,7831,7829,1,2,0,0,No
6,2,7831,7829,1,2,0,0,No
11,2,7831,7829,1,2,0,0,No
17,3,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
7,1,7831,7829,1,2,0,0,No
4,1,7831,7829,1,2,0,0,No
7,1,7831,7829,1,2,0,0,No
4,1,7831,7829,1,2,0,0,No
7,1,7831,7829,1,2,0,0,No
9,2,7831,7829,1,2,0,0,No
11,2,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
7,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
8,2,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,1,No
6,3,7831,7829,1,2,0,0,No
8,2,7831,7829,1,2,0,0,No
13,3,7831,7829,1,2,0,0,No
8,2,7831,7829,1,2,0,0,No
14,5,7831,7829,1,2,0,0,No
34,7,7831,7829,1,2,0,1,No
3,1,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
7,2,7831,7829,1,2,0,0,No
4,1,7831,7829,1,2,0,0,No
10,3,7831,7829,1,2,0,0,No
7,2,7831,7829,1,2,0,0,No
8,2,7831,7829,1,2,0,0,No
4,1,7831,7829,1,2,0,0,No
4,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
10,1,7831,7829,1,2,0,0,No
25,17,7831,7829,1,2,0,0,No
41,12,7831,7829,1,2,0,0,No
62,13,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
7,1,7831,7829,1,2,0,0,No
4,1,7831,7829,1,2,0,0,No
7,1,7831,7829,1,2,0,0,No
4,1,7831,7829,1,2,0,0,No
7,1,7831,7829,1,2,0,0,No
9,2,7831,7829,1,2,0,0,No
11,2,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
7,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
8,2,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,1,No
6,3,7831,7829,1,2,0,0,No
8,2,7831,7829,1,2,0,0,No
13,3,7831,7829,1,2,0,0,No
8,2,7831,7829,1,2,0,0,No
44,15,7831,7829,1,2,0,0,No
114,25,7831,7829,1,2,0,1,No
3,1,7831,7829,1,2,0,0,No
8,2,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
8,2,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
7,2,7831,7829,1,2,0,0,No
10,3,7831,7829,1,2,0,0,No
8,2,7831,7829,1,2,0,0,No
4,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
8,2,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
8,2,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
11,3,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
8,2,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
11,3,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
8,2,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
11,3,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
8,2,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
11,3,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
8,2,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
11,3,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
8,2,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
11,3,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
4,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
5,3,7831,7829,1,2,0,0,No
8,2,7831,7829,1,2,0,0,No
13,3,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
7,1,7831,7829,1,2,0,0,No
4,1,7831,7829,1,2,0,0,No
7,1,7831,7829,1,2,0,0,No
4,1,7831,7829,1,2,0,0,No
7,1,7831,7829,1,2,0,0,No
9,2,7831,7829,1,2,0,0,No
11,2,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
7,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,0,No
8,2,7831,7829,1,2,0,0,No
3,1,7831,7829,1,2,0,1,No
6,3,7831,7829,1,2,0,0,No
8,2,7831,7829,1,2,0,0,No
9,2,7831,7829,1,2,0,0,No
8,2,7831,7829,1,2,0,0,No
8,3,7831,7829,1,2,0,0,No
33,7,7831,7829,1,2,0,1,No
3,1,7831,7829,1,2,0,0,No
8,2,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
11,3,7831,7829,1,2,0,0,No
5,1,7831,7829,1,2,0,0,No
4,1,7831,7829,1,2,0,0,No
12,5,6147,6124,1,2,0,0,No
4,1,6147,6124,1,2,0,0,No
4,1,6102,6099,1,2,0,0,No
8,2,6154,6132,1,2,0,0,No
3,1,6305,6104,1,2,0,0,No
3,1,6119,6104,1,2,0,0,No
3,1,6121,6104,1,2,0,0,No
3,1,6105,6101,1,2,0,0,No
4,2,6263,6240,1,2,0,0,No
14,4,6258,6237,1,2,0,0,No
21,5,6258,6237,1,2,0,0,No
5,1,6258,6237,1,2,0,0,No
7,1,6258,6237,1,2,0,0,No
4,1,6258,6237,1,2,0,0,No
7,1,6258,6237,1,2,0,0,No
4,1,6258,6237,1,2,0,0,No
7,1,6258,6237,1,2,0,0,No
9,2,6258,6237,1,2,0,0,No
11,2,6258,6237,1,2,0,0,No
5,1,6258,6237,1,2,0,0,No
7,1,6258,6237,1,2,0,0,No
3,1,6258,6237,1,2,0,0,No
3,1,6258,6237,1,2,0,0,No
3,1,6258,6237,1,2,0,0,No
3,1,6258,6237,1,2,0,0,No
5,1,6258,6237,1,2,0,0,No
3,1,6258,6237,1,2,0,0,No
8,2,6266,6240,1,2,0,0,No
3,1,6114,6102,1,2,0,1,No
6,3,6255,6254,1,2,0,0,No
8,2,6255,6254,1,2,0,0,No
9,2,6255,6254,1,2,0,0,No
8,2,6255,6254,1,2,0,0,No
14,5,6255,6254,1,2,0,0,No
42,9,6255,6254,1,2,0,1,No
3,1,6255,6254,1,2,0,0,No
8,2,6255,6254,1,2,0,0,No
5,1,6255,6254,1,2,0,0,No
3,1,6255,6254,1,2,0,0,No
8,2,6255,6254,1,2,0,0,No
5,1,6255,6254,1,2,0,0,No
3,1,6255,6254,1,2,0,0,No
5,1,6255,6254,1,2,0,0,No
5,1,6255,6254,1,2,0,0,No
4,1,6287,6107,1,2,0,0,No
3,1,6135,6104,1,2,0,0,No
3,1,6122,6104,1,2,0,0,No
3,1,6111,6103,1,2,0,0,No
6,4,6258,6235,1,2,0,0,No
11,3,6251,6230,1,2,0,0,No
17,4,6251,6230,1,2,0,0,No
5,1,6251,6230,1,2,0,0,No
7,1,6251,6230,1,2,0,0,No
4,1,6251,6230,1,2,0,0,No
7,1,6251,6230,1,2,0,0,No
4,1,6251,6230,1,2,0,0,No
7,1,6251,6230,1,2,0,0,No
9,2,6251,6230,1,2,0,0,No
11,2,6251,6230,1,2,0,0,No
5,1,6251,6230,1,2,0,0,No
7,1,6251,6230,1,2,0,0,No
3,1,6251,6230,1,2,0,0,No
3,1,6251,6230,1,2,0,0,No
3,1,6251,6230,1,2,0,0,No
3,1,6251,6230,1,2,0,0,No
5,1,6251,6230,1,2,0,0,No
3,1,6251,6230,1,2,0,0,No
8,2,6259,6233,1,2,0,0,No
3,1,6113,6102,1,2,0,1,No
6,3,6249,6248,1,2,0,0,No
8,2,6249,6248,1,2,0,0,No
9,2,6249,6248,1,2,0,0,No
8,2,6249,6248,1,2,0,0,No
11,4,6249,6248,1,2,0,0,No
37,8,6249,6248,1,2,0,1,No
3,1,6249,6248,1,2,0,0,No
8,2,6249,6248,1,2,0,0,No
5,1,6249,6248,1,2,0,0,No
3,1,6249,6248,1,2,0,0,No
8,2,6249,6248,1,2,0,0,No
5,1,6249,6248,1,2,0,0,No
11,3,6249,6248,1,2,0,0,No
5,1,6249,6248,1,2,0,0,No
4,1,6270,6107,1,2,0,0,No
3,1,6135,6104,1,2,0,0,No
2,1,6118,6100,1,2,0,0,No
4,2,6123,6106,1,2,0,0,No
8,2,6249,6222,1,2,0,0,No
13,3,6235,6214,1,2,0,0,No
5,1,6235,6214,1,2,0,0,No
7,1,6235,6214,1,2,0,0,No
4,1,6235,6214,1,2,0,0,No
7,1,6235,6214,1,2,0,0,No
4,1,6235,6214,1,2,0,0,No
7,1,6235,6214,1,2,0,0,No
9,2,6235,6214,1,2,0,0,No
11,2,6235,6214,1,2,0,0,No
5,1,6235,6214,1,2,0,0,No
7,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
5,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
8,2,6243,6217,1,2,0,0,No
3,1,6211,6207,1,2,0,1,No
6,3,6205,6204,1,2,0,0,No
8,2,6205,6204,1,2,0,0,No
9,2,6205,6204,1,2,0,0,No
8,2,6205,6204,1,2,0,0,No
8,3,6205,6204,1,2,0,0,No
28,6,6205,6204,1,2,0,1,No
3,1,6205,6204,1,2,0,0,No
8,2,6205,6204,1,2,0,0,No
5,1,6205,6204,1,2,0,0,No
4,1,6270,6107,1,2,0,0,No
3,1,6135,6104,1,2,0,0,No
2,1,6118,6100,1,2,0,0,No
4,2,6123,6106,1,2,0,0,No
8,2,6249,6222,1,2,0,0,No
13,3,6235,6214,1,2,0,0,No
5,1,6235,6214,1,2,0,0,No
7,1,6235,6214,1,2,0,0,No
4,1,6235,6214,1,2,0,0,No
7,1,6235,6214,1,2,0,0,No
4,1,6235,6214,1,2,0,0,No
7,1,6235,6214,1,2,0,0,No
9,2,6235,6214,1,2,0,0,No
11,2,6235,6214,1,2,0,0,No
5,1,6235,6214,1,2,0,0,No
7,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
5,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
8,2,6243,6217,1,2,0,0,No
3,1,6211,6207,1,2,0,1,No
6,3,6205,6204,1,2,0,0,No
8,2,6205,6204,1,2,0,0,No
9,2,6205,6204,1,2,0,0,No
8,2,6205,6204,1,2,0,0,No
8,3,6205,6204,1,2,0,0,No
28,6,6205,6204,1,2,0,1,No
3,1,6205,6204,1,2,0,0,No
8,2,6205,6204,1,2,0,0,No
5,1,6205,6204,1,2,0,0,No
4,1,6270,6107,1,2,0,0,No
3,1,6135,6104,1,2,0,0,No
2,1,6118,6100,1,2,0,0,No
4,2,6123,6106,1,2,0,0,No
8,2,6249,6222,1,2,0,0,No
13,3,6235,6214,1,2,0,0,No
5,1,6235,6214,1,2,0,0,No
7,1,6235,6214,1,2,0,0,No
4,1,6235,6214,1,2,0,0,No
7,1,6235,6214,1,2,0,0,No
4,1,6235,6214,1,2,0,0,No
7,1,6235,6214,1,2,0,0,No
9,2,6235,6214,1,2,0,0,No
11,2,6235,6214,1,2,0,0,No
5,1,6235,6214,1,2,0,0,No
7,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
5,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
8,2,6243,6217,1,2,0,0,No
3,1,6211,6207,1,2,0,1,No
6,3,6205,6204,1,2,0,0,No
8,2,6205,6204,1,2,0,0,No
9,2,6205,6204,1,2,0,0,No
8,2,6205,6204,1,2,0,0,No
8,3,6205,6204,1,2,0,0,No
28,6,6205,6204,1,2,0,1,No
3,1,6205,6204,1,2,0,0,No
8,2,6205,6204,1,2,0,0,No
5,1,6205,6204,1,2,0,0,No
4,1,6362,6107,1,2,0,0,No
3,1,6135,6104,1,2,0,0,No
3,1,6122,6104,1,2,0,0,No
3,1,6112,6104,1,2,0,0,No
3,1,6108,6104,1,2,0,0,No
3,1,6108,6104,1,2,0,0,No
3,1,6324,6301,1,2,0,0,No
3,1,6315,6294,1,2,0,0,No
5,1,6315,6294,1,2,0,0,No
9,6,6315,6294,1,2,0,0,No
26,8,6315,6294,1,2,0,0,No
37,9,6315,6294,1,2,0,0,No
5,1,6315,6294,1,2,0,0,No
7,1,6315,6294,1,2,0,0,No
4,1,6315,6294,1,2,0,0,No
7,1,6315,6294,1,2,0,0,No
4,1,6315,6294,1,2,0,0,No
7,1,6315,6294,1,2,0,0,No
9,2,6315,6294,1,2,0,0,No
11,2,6315,6294,1,2,0,0,No
5,1,6315,6294,1,2,0,0,No
7,1,6315,6294,1,2,0,0,No
3,1,6315,6294,1,2,0,0,No
3,1,6315,6294,1,2,0,0,No
3,1,6315,6294,1,2,0,0,No
3,1,6315,6294,1,2,0,0,No
5,1,6315,6294,1,2,0,0,No
3,1,6315,6294,1,2,0,0,No
8,2,6329,6297,1,2,0,0,No
3,1,6120,6102,1,2,0,1,No
6,3,6119,6108,1,2,0,0,No
8,2,6118,6112,1,2,0,0,No
9,2,6377,6373,1,2,0,0,No
8,2,6365,6364,1,2,0,0,No
26,9,6365,6364,1,2,0,0,No
69,15,6365,6364,1,2,0,1,No
3,1,6365,6364,1,2,0,0,No
8,2,6365,6364,1,2,0,0,No
5,1,6365,6364,1,2,0,0,No
3,1,6365,6364,1,2,0,0,No
8,2,6365,6364,1,2,0,0,No
5,1,6365,6364,1,2,0,0,No
3,1,6365,6364,1,2,0,0,No
5,1,6365,6364,1,2,0,0,No
5,1,6365,6364,1,2,0,0,No
3,1,6365,6364,1,2,0,0,No
8,2,6365,6364,1,2,0,0,No
5,1,6365,6364,1,2,0,0,No
3,1,6365,6364,1,2,0,0,No
8,2,6365,6364,1,2,0,0,No
5,1,6365,6364,1,2,0,0,No
11,3,6365,6364,1,2,0,0,No
5,1,6365,6364,1,2,0,0,No
3,1,6365,6364,1,2,0,0,No
8,2,6365,6364,1,2,0,0,No
5,1,6365,6364,1,2,0,0,No
3,1,6365,6364,1,2,0,0,No
8,2,6365,6364,1,2,0,0,No
5,1,6365,6364,1,2,0,0,No
4,1,6272,6107,1,2,0,0,No
3,1,6135,6104,1,2,0,0,No
3,1,6120,6102,1,2,0,0,No
5,3,6124,6107,1,2,0,0,No
8,2,6249,6222,1,2,0,0,No
13,3,6235,6214,1,2,0,0,No
5,1,6235,6214,1,2,0,0,No
7,1,6235,6214,1,2,0,0,No
4,1,6235,6214,1,2,0,0,No
7,1,6235,6214,1,2,0,0,No
4,1,6235,6214,1,2,0,0,No
7,1,6235,6214,1,2,0,0,No
9,2,6235,6214,1,2,0,0,No
11,2,6235,6214,1,2,0,0,No
5,1,6235,6214,1,2,0,0,No
7,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
5,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
8,2,6248,6217,1,2,0,0,No
3,1,6237,6228,1,2,0,1,No
6,3,6226,6225,1,2,0,0,No
8,2,6226,6225,1,2,0,0,No
9,2,6226,6225,1,2,0,0,No
8,2,6226,6225,1,2,0,0,No
8,3,6226,6225,1,2,0,0,No
33,7,6226,6225,1,2,0,1,No
3,1,6226,6225,1,2,0,0,No
8,2,6226,6225,1,2,0,0,No
5,1,6226,6225,1,2,0,0,No
11,3,6226,6225,1,2,0,0,No
5,1,6226,6225,1,2,0,0,No
4,1,6288,6107,1,2,0,0,No
3,1,6135,6104,1,2,0,0,No
3,1,6122,6104,1,2,0,0,No
3,1,6112,6104,1,2,0,0,No
7,4,6259,6236,1,2,0,0,No
11,3,6251,6230,1,2,0,0,No
17,4,6251,6230,1,2,0,0,No
5,1,6251,6230,1,2,0,0,No
7,1,6251,6230,1,2,0,0,No
4,1,6251,6230,1,2,0,0,No
7,1,6251,6230,1,2,0,0,No
4,1,6251,6230,1,2,0,0,No
7,1,6251,6230,1,2,0,0,No
9,2,6251,6230,1,2,0,0,No
11,2,6251,6230,1,2,0,0,No
5,1,6251,6230,1,2,0,0,No
7,1,6251,6230,1,2,0,0,No
3,1,6251,6230,1,2,0,0,No
3,1,6251,6230,1,2,0,0,No
3,1,6251,6230,1,2,0,0,No
3,1,6251,6230,1,2,0,0,No
5,1,6251,6230,1,2,0,0,No
3,1,6251,6230,1,2,0,0,No
8,2,6259,6233,1,2,0,0,No
3,1,6113,6102,1,2,0,1,No
6,3,6246,6245,1,2,0,0,No
8,2,6246,6245,1,2,0,0,No
9,2,6246,6245,1,2,0,0,No
8,2,6246,6245,1,2,0,0,No
11,4,6246,6245,1,2,0,0,No
37,8,6246,6245,1,2,0,1,No
3,1,6246,6245,1,2,0,0,No
5,1,6246,6245,1,2,0,0,No
5,1,6246,6245,1,2,0,0,No
3,1,6246,6245,1,2,0,0,No
8,2,6246,6245,1,2,0,0,No
5,1,6246,6245,1,2,0,0,No
11,3,6246,6245,1,2,0,0,No
5,1,6246,6245,1,2,0,0,No
4,1,6277,6107,1,2,0,0,No
3,1,6109,6099,1,2,0,0,No
2,1,6116,6102,1,2,0,0,No
6,2,6128,6108,1,2,0,0,No
8,1,6252,6222,1,2,0,0,No
13,2,6235,6214,1,2,0,0,No
5,1,6235,6214,1,2,0,0,No
7,1,6235,6214,1,2,0,0,No
4,1,6235,6214,1,2,0,0,No
7,1,6235,6214,1,2,0,0,No
4,1,6235,6214,1,2,0,0,No
7,1,6235,6214,1,2,0,0,No
9,2,6235,6214,1,2,0,0,No
11,2,6235,6214,1,2,0,0,No
5,1,6235,6214,1,2,0,0,No
7,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
5,1,6235,6214,1,2,0,0,No
3,1,6235,6214,1,2,0,0,No
8,2,6245,6217,1,2,0,0,No
3,1,6252,6246,1,2,0,1,No
6,3,6244,6243,1,2,0,0,No
8,2,6244,6243,1,2,0,0,No
13,3,6244,6243,1,2,0,0,No
8,2,6244,6243,1,2,0,0,No
11,4,6244,6243,1,2,0,0,No
30,6,6244,6243,1,2,0,1,No
3,1,6244,6243,1,2,0,0,No
7,2,6244,6243,1,2,0,0,No
4,1,6244,6243,1,2,0,0,No
10,3,6244,6243,1,2,0,0,No
7,2,6244,6243,1,2,0,0,No
8,2,6244,6243,1,2,0,0,No
4,1,6244,6243,1,2,0,0,No
117,1,386,193,1,1,0,0,No
1,1,250,125,1,1,0,0,No
4,1,6302,6107,1,2,0,0,No
3,1,6135,6104,1,2,0,0,No
3,1,6122,6104,1,2,0,0,No
3,1,6112,6104,1,2,0,0,No
3,1,6270,6247,1,2,0,0,No
7,4,6265,6244,1,2,0,0,No
14,4,6265,6244,1,2,0,0,No
21,5,6265,6244,1,2,0,0,No
5,1,6265,6244,1,2,0,0,No
7,1,6265,6244,1,2,0,0,No
4,1,6265,6244,1,2,0,0,No
7,1,6265,6244,1,2,0,0,No
4,1,6265,6244,1,2,0,0,No
7,1,6265,6244,1,2,0,0,No
9,2,6265,6244,1,2,0,0,No
11,2,6265,6244,1,2,0,0,No
5,1,6265,6244,1,2,0,0,No
7,1,6265,6244,1,2,0,0,No
3,1,6265,6244,1,2,0,0,No
3,1,6265,6244,1,2,0,0,No
3,1,6265,6244,1,2,0,0,No
3,1,6265,6244,1,2,0,0,No
5,1,6265,6244,1,2,0,0,No
3,1,6265,6244,1,2,0,0,No
8,2,6273,6247,1,2,0,0,No
3,1,6108,6102,1,2,0,1,No
6,3,6502,6146,1,2,0,0,No
8,2,6502,6146,1,2,0,0,No
9,2,6502,6146,1,2,0,0,No
8,2,6502,6146,1,2,0,0,No
14,5,6548,6187,1,2,0,0,No
41,9,6147,6141,1,2,0,1,No
3,1,6441,6109,1,2,0,0,No
8,2,7009,6107,1,2,0,0,No
5,1,6684,6102,1,2,0,0,No
3,1,6119,6101,1,2,0,0,No
8,2,6807,6105,1,2,0,0,No
5,1,6147,6138,1,2,0,0,No
3,1,6135,6134,1,2,0,0,No
8,2,6135,6134,1,2,0,0,No
5,1,6135,6134,1,2,0,0,No
11,3,6135,6134,1,2,0,0,No
5,1,6135,6134,1,2,0,0,No
5,1,6265,6244,1,2,0,0,No
3,1,6265,6244,1,2,0,0,No
8,2,6273,6247,1,2,0,0,No
3,1,6108,6102,1,2,0,1,No
6,3,6502,6146,1,2,0,0,No
8,2,6502,6146,1,2,0,0,No
9,2,6502,6146,1,2,0,0,No
8,2,6502,6146,1,2,0,0,No
14,5,6548,6187,1,2,0,0,No
41,9,6147,6141,1,2,0,1,No
3,1,6441,6109,1,2,0,0,No
8,2,7009,6107,1,2,0,0,No
5,1,6684,6102,1,2,0,0,No
3,1,6119,6101,1,2,0,0,No
8,2,6807,6105,1,2,0,0,No
5,1,6147,6138,1,2,0,0,No
3,1,6135,6134,1,2,0,0,No
8,2,6135,6134,1,2,0,0,No
5,1,6135,6134,1,2,0,0,No
11,3,6135,6134,1,2,0,0,No
5,1,6135,6134,1,2,0,0,No
4,1,6420,6415,1,2,0,0,No
3,1,6412,6411,1,2,0,0,No
3,1,6412,6411,1,2,0,0,No
2,1,6412,6411,1,2,0,0,No
5,3,6412,6411,1,2,0,0,No
11,3,6412,6411,1,2,0,0,No
17,4,6412,6411,1,2,0,0,No
5,1,6412,6411,1,2,0,0,No
7,1,6412,6411,1,2,0,0,No
4,1,6412,6411,1,2,0,0,No
7,1,6412,6411,1,2,0,0,No
4,1,6412,6411,1,2,0,0,No
7,1,6412,6411,1,2,0,0,No
9,2,6412,6411,1,2,0,0,No
11,2,6412,6411,1,2,0,0,No
5,1,6412,6411,1,2,0,0,No
7,1,6412,6411,1,2,0,0,No
3,1,6412,6411,1,2,0,0,No
3,1,6412,6411,1,2,0,0,No
3,1,6412,6411,1,2,0,0,No
3,1,6412,6411,1,2,0,0,No
5,1,6412,6411,1,2,0,0,No
3,1,6412,6411,1,2,0,0,No
8,2,6412,6411,1,2,0,0,No
3,1,6412,6411,1,2,0,1,No
6,3,6412,6411,1,2,0,0,No
8,2,6412,6411,1,2,0,0,No
9,2,6412,6411,1,2,0,0,No
8,2,6412,6411,1,2,0,0,No
11,4,6412,6411,1,2,0,0,No
32,7,6412,6411,1,2,0,1,No
3,1,6412,6411,1,2,0,0,No
8,2,6412,6411,1,2,0,0,No
5,1,6412,6411,1,2,0,0,No
3,1,6412,6411,1,2,0,0,No
5,1,6412,6411,1,2,0,0,No
5,1,6412,6411,1,2,0,0,No
5,1,6412,6411,1,2,0,0,No
3,1,6412,6411,1,2,0,0,No
8,2,6412,6411,1,2,0,0,No
3,1,6412,6411,1,2,0,1,No
6,3,6412,6411,1,2,0,0,No
8,2,6412,6411,1,2,0,0,No
9,2,6412,6411,1,2,0,0,No
8,2,6412,6411,1,2,0,0,No
11,4,6412,6411,1,2,0,0,No
32,7,6412,6411,1,2,0,1,No
3,1,6412,6411,1,2,0,0,No
