Index,MethodName,LOC,CyclomaticComplexity,Churn,LocAdded,NewcomerRisk,Auth,WeekendCommitRatio, nSmell, isBuggy
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java::asyncPublish",35,5,232,231,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java::doPublish",37,4,230,227,1.0,2,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java::storeHost2ChannelMapping",28,4,228,226,1.0,2,0.0,0,Yes
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java::getChannelForHost",3,1,0,0,0.0,0,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::subUnsub",48,9,593,589,1.0,2,0.0,2,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::asyncSubUnsub",39,5,593,589,1.0,2,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::subscribe",5,1,587,586,1.0,2,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::subscribe",19,2,589,587,1.0,2,0.0,1,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::asyncSubscribe",4,1,587,586,1.0,2,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::asyncSubscribe",11,2,589,587,1.0,2,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::unsubscribe",4,1,587,586,1.0,2,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::unsubscribe",25,2,589,587,1.0,2,0.0,1,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::asyncUnsubscribe",4,1,587,586,1.0,2,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::asyncUnsubscribe",23,2,589,587,1.0,2,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::operationFinished",4,1,585,585,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::operationFailed",4,1,585,585,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::isValidSubscriberId",7,5,585,585,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::consume",17,3,591,588,1.0,2,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::doSubUnsub",50,5,591,588,1.0,2,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::doConsume",38,3,593,589,1.0,2,0.0,1,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::operationComplete",7,2,589,587,1.0,2,0.0,1,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::hasSubscription",12,1,587,586,1.0,2,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::getSubscriptionList",6,1,587,586,1.0,2,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::startDelivery",37,4,597,591,1.0,2,0.0,2,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::operationComplete",7,2,587,586,1.0,2,0.0,1,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::stopDelivery",36,4,597,591,1.0,2,0.0,2,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::operationComplete",7,2,587,586,1.0,2,0.0,1,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::closeSubscription",18,3,587,586,1.0,2,0.0,1,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::asyncCloseSubscription",33,4,599,592,1.0,2,0.0,2,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::operationComplete",12,2,591,588,1.0,2,0.0,1,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::getChannelForTopic",3,1,585,585,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::setChannelForTopic",3,1,585,585,1.0,1,0.0,0,Yes
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java::removeChannelForTopic",3,1,585,585,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java::messageReceived",65,11,373,369,1.0,2,0.0,2,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java::handleRedirectResponse",78,15,383,374,1.0,2,0.0,1,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java::channelDisconnected",77,10,373,369,1.0,2,0.0,1,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java::channelConnected",11,5,365,365,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java::exceptionCaught",5,1,367,366,1.0,2,0.0,1,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/netty/WriteCallback.java::operationComplete",47,9,108,103,1.0,2,0.0,1,Yes
1,"hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java::getEngine",5,1,65,65,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java::checkServerTrusted",4,1,73,69,1.0,2,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java::checkClientTrusted",4,1,72,69,1.0,2,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java::loadConf",5,1,0,0,0.0,0,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java::multiCallback",40,8,191,188,1.0,2,0.0,1,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java::tick",9,3,185,185,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java::operationFailed",7,3,187,186,1.0,2,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java::operationFinished",6,3,187,186,1.0,2,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java::multiCallback",3,1,187,186,1.0,2,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java::multinCallback",3,1,189,187,1.0,2,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java::operationFailed",3,1,185,185,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java::operationFinished",3,1,185,185,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java::nop",3,1,185,185,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java::logger",20,3,195,190,1.0,2,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java::operationFailed",6,2,187,186,1.0,2,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java::operationFinished",6,2,187,186,1.0,2,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java::logger",3,1,189,187,1.0,2,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java::curry",15,1,185,185,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java::operationFailed",4,1,185,185,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java::operationFinished",4,1,185,185,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java::put",7,1,49,49,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java::take",7,1,49,49,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java::await",7,1,49,49,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/Either.java::of",3,1,50,50,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/Either.java::left",3,1,50,50,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/Either.java::right",3,1,50,50,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/Either.java::left",3,1,50,50,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/Either.java::right",3,1,50,50,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java::createTempDirectory",3,1,97,97,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java::createTempDirectory",14,3,97,97,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java::addDirToDelete",3,1,97,97,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java::run",8,1,97,97,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java::deleteDirectory",22,5,97,97,1.0,1,0.0,2,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java::addDirToDelete",3,1,97,97,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java::run",8,1,97,97,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java::deleteDirectory",22,5,97,97,1.0,1,0.0,2,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java::sockAddrStr",3,1,138,138,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/Option.java::of",3,1,43,43,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/Option.java::of",3,1,43,43,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java::of",3,1,42,42,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java::first",3,1,42,42,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java::second",3,1,42,42,1.0,1,0.0,0,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java::prefixes",12,2,56,56,1.0,1,0.0,1,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java::isPrefix",9,4,56,56,1.0,1,0.0,1,No
1,"hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java::parent",3,1,56,56,1.0,1,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java::create",27,9,162,162,1.0,1,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::registerAllExtensions",3,1,6137,6118,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::valueOf",8,3,6117,6115,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::internalGetValueMap",4,1,6123,6118,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::findValueByNumber",4,1,6106,6101,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::valueOf",8,2,6122,6121,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::valueOf",18,8,6183,6131,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::internalGetValueMap",4,1,6189,6134,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::findValueByNumber",4,1,6106,6101,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::valueOf",8,2,6122,6121,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::valueOf",30,14,6213,6149,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::internalGetValueMap",4,1,6219,6152,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::findValueByNumber",4,1,6106,6101,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::valueOf",8,2,6122,6121,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::internalGetFieldAccessorTable",4,1,6302,6107,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasBody",3,1,6135,6104,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasSrcRegion",3,1,6122,6104,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasMsgId",3,1,6112,6104,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::initFields",3,1,6270,6247,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::isInitialized",7,4,6265,6244,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::writeTo",14,4,6265,6244,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getSerializedSize",21,5,6265,6244,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom",5,1,6265,6244,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom",7,1,6265,6244,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom",4,1,6265,6244,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom",7,1,6265,6244,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom",4,1,6265,6244,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom",7,1,6265,6244,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseDelimitedFrom",9,2,6265,6244,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseDelimitedFrom",11,2,6265,6244,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom",5,1,6265,6244,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom",7,1,6265,6244,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilder",3,1,6265,6244,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilderForType",3,1,6265,6244,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilder",3,1,6265,6244,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::toBuilder",3,1,6265,6244,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::create",5,1,6265,6244,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::internalGetResult",3,1,6265,6244,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clear",8,2,6273,6247,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clone",3,1,6108,6102,1.0,2,0.0,1,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::build",6,3,6502,6146,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::buildParsed",8,2,6502,6146,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::buildPartial",9,2,6502,6146,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom",8,2,6502,6146,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom",14,5,6548,6187,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom",41,9,6147,6141,1.0,2,0.0,1,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasBody",3,1,6441,6109,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setBody",8,2,7009,6107,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearBody",5,1,6684,6102,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasSrcRegion",3,1,6119,6101,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setSrcRegion",8,2,6807,6105,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearSrcRegion",5,1,6147,6138,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasMsgId",3,1,6135,6134,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setMsgId",8,2,6135,6134,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setMsgId",5,1,6135,6134,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeMsgId",11,3,6135,6134,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearMsgId",5,1,6135,6134,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::internalGetFieldAccessorTable",4,1,6420,6415,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasRegion",3,1,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasSeqId",3,1,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::initFields",2,1,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::isInitialized",5,3,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::writeTo",11,3,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getSerializedSize",17,4,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom",5,1,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom",7,1,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom",4,1,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom",7,1,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom",4,1,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom",7,1,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseDelimitedFrom",9,2,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseDelimitedFrom",11,2,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom",5,1,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom",7,1,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilder",3,1,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilderForType",3,1,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilder",3,1,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::toBuilder",3,1,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::create",5,1,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::internalGetResult",3,1,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clear",8,2,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clone",3,1,6412,6411,1.0,2,0.0,1,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::build",6,3,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::buildParsed",8,2,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::buildPartial",9,2,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom",8,2,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom",11,4,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom",32,7,6412,6411,1.0,2,0.0,1,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasRegion",3,1,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setRegion",8,2,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearRegion",5,1,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasSeqId",3,1,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setSeqId",5,1,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearSeqId",5,1,6412,6411,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::internalGetFieldAccessorTable",4,1,7831,7829,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasLocalComponent",3,1,7831,7829,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getRemoteComponents",3,1,7831,7829,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::initFields",2,1,7831,7829,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::isInitialized",6,2,7831,7829,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::writeTo",11,2,7831,7829,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getSerializedSize",17,3,7831,7829,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom",5,1,7831,7829,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom",7,1,7831,7829,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom",4,1,7831,7829,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom",7,1,7831,7829,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom",4,1,7831,7829,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom",7,1,7831,7829,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseDelimitedFrom",9,2,7831,7829,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseDelimitedFrom",11,2,7831,7829,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom",5,1,7831,7829,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom",7,1,7831,7829,1.0,2,0.0,0,No
1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilder",3,1,7831,7829,1.0,2,0.0,0,No
