Release_Index,MethodName,LOC,Parameters_Count,Fan_Out,Cyclomatic_Complexity,LCOM,Churn,LOC_Added,Newcomer_Risk,n_Auth,Weekend_Commit,isBuggy
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::toBuilder,3,0,1,1,3,6258,6237,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::create,5,0,0,1,3,6258,6237,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::internalGetResult,3,0,0,1,3,6258,6237,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clear,8,0,0,2,3,6266,6240,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clone,3,0,2,1,3,6114,6102,1.0,2,0,1,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::build,6,0,3,3,3,6255,6254,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::buildParsed,8,0,4,2,3,6255,6254,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::buildPartial,9,0,0,2,3,6255,6254,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom,8,1,1,2,3,6255,6254,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom,14,1,12,5,3,6255,6254,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom,42,2,14,9,3,6255,6254,1.0,2,0,1,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasSubscriberId,3,0,1,1,3,6255,6254,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setSubscriberId,8,1,0,2,3,6255,6254,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearSubscriberId,5,0,2,1,3,6255,6254,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasCreateOrAttach,3,0,1,1,3,6255,6254,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setCreateOrAttach,8,1,0,2,3,6255,6254,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearCreateOrAttach,5,0,0,1,3,6255,6254,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasSynchronous,3,0,1,1,3,6255,6254,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setSynchronous,5,1,0,1,3,6255,6254,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearSynchronous,5,0,0,1,3,6255,6254,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::internalGetFieldAccessorTable,4,0,0,1,3,6287,6107,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasSubscriberId,3,0,0,1,3,6135,6104,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasMsgId,3,0,0,1,3,6122,6104,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::initFields,3,0,1,1,3,6111,6103,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::isInitialized,6,0,2,4,3,6258,6235,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::writeTo,11,1,9,3,3,6251,6230,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getSerializedSize,17,0,8,4,3,6251,6230,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,5,1,3,1,3,6251,6230,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,3,6251,6230,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,4,1,3,1,3,6251,6230,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,3,6251,6230,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,4,1,3,1,3,6251,6230,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,3,6251,6230,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseDelimitedFrom,9,1,3,2,3,6251,6230,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseDelimitedFrom,11,2,3,2,3,6251,6230,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,5,1,3,1,3,6251,6230,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,3,6251,6230,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilder,3,0,1,1,3,6251,6230,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilderForType,3,0,1,1,3,6251,6230,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilder,3,1,2,1,3,6251,6230,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::toBuilder,3,0,1,1,3,6251,6230,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::create,5,0,0,1,3,6251,6230,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::internalGetResult,3,0,0,1,3,6251,6230,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clear,8,0,0,2,3,6259,6233,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clone,3,0,2,1,3,6113,6102,1.0,2,0,1,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::build,6,0,3,3,3,6249,6248,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::buildParsed,8,0,4,2,3,6249,6248,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::buildPartial,9,0,0,2,3,6249,6248,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom,8,1,1,2,3,6249,6248,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom,11,1,9,4,3,6249,6248,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom,37,2,14,8,3,6249,6248,1.0,2,0,1,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasSubscriberId,3,0,1,1,3,6249,6248,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setSubscriberId,8,1,0,2,3,6249,6248,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearSubscriberId,5,0,2,1,3,6249,6248,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasMsgId,3,0,1,1,3,6249,6248,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setMsgId,8,1,0,2,3,6249,6248,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setMsgId,5,1,1,1,3,6249,6248,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeMsgId,11,1,5,3,3,6249,6248,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearMsgId,5,0,1,1,3,6249,6248,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::internalGetFieldAccessorTable,4,0,0,1,3,6270,6107,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasSubscriberId,3,0,0,1,3,6135,6104,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::initFields,2,0,0,1,3,6118,6100,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::isInitialized,4,0,0,2,3,6123,6106,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::writeTo,8,1,6,2,3,6249,6222,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getSerializedSize,13,0,5,3,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,5,1,3,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,4,1,3,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,4,1,3,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseDelimitedFrom,9,1,3,2,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseDelimitedFrom,11,2,3,2,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,5,1,3,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilder,3,0,1,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilderForType,3,0,1,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilder,3,1,2,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::toBuilder,3,0,1,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::create,5,0,0,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::internalGetResult,3,0,0,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clear,8,0,0,2,3,6243,6217,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clone,3,0,2,1,3,6211,6207,1.0,2,0,1,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::build,6,0,3,3,3,6205,6204,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::buildParsed,8,0,4,2,3,6205,6204,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::buildPartial,9,0,0,2,3,6205,6204,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom,8,1,1,2,3,6205,6204,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom,8,1,6,3,3,6205,6204,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom,28,2,8,6,3,6205,6204,1.0,2,0,1,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasSubscriberId,3,0,1,1,3,6205,6204,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setSubscriberId,8,1,0,2,3,6205,6204,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearSubscriberId,5,0,2,1,3,6205,6204,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::internalGetFieldAccessorTable,4,0,0,1,3,6270,6107,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasSubscriberId,3,0,0,1,3,6135,6104,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::initFields,2,0,0,1,3,6118,6100,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::isInitialized,4,0,0,2,3,6123,6106,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::writeTo,8,1,6,2,3,6249,6222,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getSerializedSize,13,0,5,3,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,5,1,3,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,4,1,3,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,4,1,3,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseDelimitedFrom,9,1,3,2,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseDelimitedFrom,11,2,3,2,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,5,1,3,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilder,3,0,1,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilderForType,3,0,1,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilder,3,1,2,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::toBuilder,3,0,1,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::create,5,0,0,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::internalGetResult,3,0,0,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clear,8,0,0,2,3,6243,6217,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clone,3,0,2,1,3,6211,6207,1.0,2,0,1,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::build,6,0,3,3,3,6205,6204,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::buildParsed,8,0,4,2,3,6205,6204,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::buildPartial,9,0,0,2,3,6205,6204,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom,8,1,1,2,3,6205,6204,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom,8,1,6,3,3,6205,6204,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom,28,2,8,6,3,6205,6204,1.0,2,0,1,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasSubscriberId,3,0,1,1,3,6205,6204,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setSubscriberId,8,1,0,2,3,6205,6204,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearSubscriberId,5,0,2,1,3,6205,6204,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::internalGetFieldAccessorTable,4,0,0,1,3,6270,6107,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasSubscriberId,3,0,0,1,3,6135,6104,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::initFields,2,0,0,1,3,6118,6100,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::isInitialized,4,0,0,2,3,6123,6106,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::writeTo,8,1,6,2,3,6249,6222,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getSerializedSize,13,0,5,3,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,5,1,3,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,4,1,3,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,4,1,3,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseDelimitedFrom,9,1,3,2,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseDelimitedFrom,11,2,3,2,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,5,1,3,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilder,3,0,1,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilderForType,3,0,1,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilder,3,1,2,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::toBuilder,3,0,1,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::create,5,0,0,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::internalGetResult,3,0,0,1,3,6235,6214,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clear,8,0,0,2,3,6243,6217,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clone,3,0,2,1,3,6211,6207,1.0,2,0,1,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::build,6,0,3,3,3,6205,6204,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::buildParsed,8,0,4,2,3,6205,6204,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::buildPartial,9,0,0,2,3,6205,6204,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom,8,1,1,2,3,6205,6204,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom,8,1,6,3,3,6205,6204,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom,28,2,8,6,3,6205,6204,1.0,2,0,1,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasSubscriberId,3,0,1,1,3,6205,6204,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setSubscriberId,8,1,0,2,3,6205,6204,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearSubscriberId,5,0,2,1,3,6205,6204,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::internalGetFieldAccessorTable,4,0,0,1,3,6362,6107,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasProtocolVersion,3,0,0,1,3,6135,6104,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasStatusCode,3,0,0,1,3,6122,6104,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasTxnId,3,0,0,1,3,6112,6104,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasStatusMsg,3,0,0,1,3,6108,6104,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasMessage,3,0,0,1,3,6108,6104,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasTopic,3,0,0,1,3,6324,6301,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasSubscriberId,3,0,0,1,3,6315,6294,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::initFields,5,0,1,1,3,6315,6294,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::isInitialized,9,0,3,6,3,6315,6294,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::writeTo,26,1,23,8,3,6315,6294,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getSerializedSize,37,0,22,9,3,6315,6294,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,5,1,3,1,3,6315,6294,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,3,6315,6294,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,4,1,3,1,3,6315,6294,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,3,6315,6294,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,4,1,3,1,3,6315,6294,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,3,6315,6294,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseDelimitedFrom,9,1,3,2,3,6315,6294,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseDelimitedFrom,11,2,3,2,3,6315,6294,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,5,1,3,1,3,6315,6294,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,3,6315,6294,1.0,2,0,0,No
1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilder,3,0,1,1,3,6315,6294,1.0,2,0,0,No
