Release_Index,MethodName,LOC,Parameters_Count,Fan_Out,Cyclomatic_Complexity,LCOM,Churn,LOC_Added,Newcomer_Risk,n_Auth,Weekend_Commit,isBuggy
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearRegion,6,0,3,1,23,2,1,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasSeqId,3,0,0,1,23,5,3,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setSeqId,6,1,1,1,23,8,6,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearSeqId,6,0,1,1,23,11,9,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::internalGetFieldAccessorTable,4,0,0,1,31,34,32,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasLocalComponent,3,0,0,1,31,25,25,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getRemoteComponents,3,1,1,1,31,3,3,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getRemoteComponentsOrBuilder,4,1,1,1,31,5,4,1.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::initFields,4,0,1,1,31,6,5,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::isInitialized,13,0,3,4,31,19,14,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::writeTo,11,1,7,3,31,12,9,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getSerializedSize,17,0,6,4,31,26,18,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::writeReplace,5,0,1,1,31,9,7,1.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,5,1,3,1,31,25,25,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,31,25,25,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,4,1,3,1,31,25,25,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,31,25,25,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,4,1,3,1,31,28,28,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,31,11,9,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseDelimitedFrom,9,1,3,2,31,16,13,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseDelimitedFrom,11,2,3,2,31,25,18,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,5,1,3,1,31,12,9,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,31,25,18,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilder,1,0,1,1,31,13,9,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilderForType,1,0,1,1,31,13,9,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilder,3,1,2,1,31,13,9,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::toBuilder,1,0,1,1,31,13,9,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilderForType,6,1,0,1,31,4,2,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::internalGetFieldAccessorTable,4,0,0,1,31,25,25,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::maybeForceBuilderInitialization,5,0,1,2,31,25,25,1.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::create,3,0,0,1,31,25,25,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clear,12,0,2,2,31,30,29,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clone,3,0,3,1,31,6,5,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::build,7,0,3,2,31,25,18,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::buildParsed,9,0,4,2,31,12,9,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::buildPartial,21,0,3,4,31,26,18,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom,8,1,1,2,31,34,32,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom,34,1,13,9,31,36,34,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::isInitialized,9,0,3,3,31,13,9,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom,37,2,11,7,31,38,27,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasLocalComponent,3,0,0,1,31,25,25,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setLocalComponent,6,1,1,1,31,25,25,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearLocalComponent,6,0,1,1,31,25,25,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::ensureRemoteComponentsIsMutable,6,0,0,2,31,5,4,1.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getRemoteComponentsList,7,0,2,2,31,16,13,1.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getRemoteComponentsCount,7,0,2,2,31,10,8,1.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getRemoteComponents,7,1,2,2,31,15,10,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setRemoteComponents,14,2,4,3,31,25,18,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setRemoteComponents,11,2,5,2,31,26,18,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::addRemoteComponents,13,1,4,3,31,34,32,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::addRemoteComponents,14,2,4,3,31,25,25,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::addRemoteComponents,11,1,5,2,31,25,25,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::addRemoteComponents,11,2,5,2,31,9,8,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::addAllRemoteComponents,11,1,4,2,31,15,12,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearRemoteComponents,10,0,3,2,31,0,0,0.0,0,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::removeRemoteComponents,10,1,3,2,31,0,0,0.0,0,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getRemoteComponentsBuilder,4,1,2,1,31,1,1,1.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getRemoteComponentsOrBuilder,7,1,2,2,31,12,9,1.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getRemoteComponentsOrBuilderList,8,0,2,2,31,12,10,1.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::addRemoteComponentsBuilder,4,0,3,1,31,15,13,1.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::addRemoteComponentsBuilder,5,1,3,1,31,14,12,1.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getRemoteComponentsFieldBuilder,14,0,2,2,31,18,14,1.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::internalGetFieldAccessorTable,4,0,0,1,38,25,25,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::maybeForceBuilderInitialization,5,0,1,2,38,25,25,1.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::create,3,0,0,1,38,25,25,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clear,12,0,2,2,38,30,29,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clone,3,0,3,1,38,6,5,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::build,7,0,3,2,38,25,18,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::buildParsed,9,0,4,2,38,12,9,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::buildPartial,21,0,3,4,38,26,18,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom,8,1,1,2,38,34,32,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom,34,1,13,9,38,36,34,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::isInitialized,9,0,3,3,38,13,9,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom,37,2,11,7,38,38,27,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasLocalComponent,3,0,0,1,38,25,25,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setLocalComponent,6,1,1,1,38,25,25,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearLocalComponent,6,0,1,1,38,25,25,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::ensureRemoteComponentsIsMutable,6,0,0,2,38,5,4,1.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getRemoteComponentsList,7,0,2,2,38,16,13,1.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getRemoteComponentsCount,7,0,2,2,38,10,8,1.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getRemoteComponents,7,1,2,2,38,15,10,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setRemoteComponents,14,2,4,3,38,25,18,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setRemoteComponents,11,2,5,2,38,26,18,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::addRemoteComponents,13,1,4,3,38,34,32,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::addRemoteComponents,14,2,4,3,38,25,25,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::addRemoteComponents,11,1,5,2,38,25,25,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::addRemoteComponents,11,2,5,2,38,9,8,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::addAllRemoteComponents,11,1,4,2,38,15,12,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearRemoteComponents,10,0,3,2,38,0,0,0.0,0,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::removeRemoteComponents,10,1,3,2,38,0,0,0.0,0,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getRemoteComponentsBuilder,4,1,2,1,38,1,1,1.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getRemoteComponentsOrBuilder,7,1,2,2,38,12,9,1.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getRemoteComponentsOrBuilderList,8,0,2,2,38,12,10,1.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::addRemoteComponentsBuilder,4,0,3,1,38,15,13,1.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::addRemoteComponentsBuilder,5,1,3,1,38,14,12,1.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getRemoteComponentsFieldBuilder,14,0,2,2,38,18,14,1.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::internalGetFieldAccessorTable,4,0,0,1,58,21,11,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasProtocolVersion,3,0,0,1,58,23,21,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasType,3,0,0,1,58,23,21,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getTriedServers,3,1,1,1,58,8,5,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasTxnId,3,0,0,1,58,2,1,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasShouldClaim,3,0,0,1,58,0,0,0.0,0,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasTopic,3,0,0,1,58,2,1,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasPublishRequest,3,0,0,1,58,2,1,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasSubscribeRequest,3,0,0,1,58,11,8,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasConsumeRequest,3,0,0,1,58,0,0,0.0,0,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasUnsubscribeRequest,3,0,0,1,58,12,12,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasStopDeliveryRequest,3,0,0,1,58,0,0,0.0,0,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasStartDeliveryRequest,3,0,0,1,58,1,1,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasCloseSubscriptionRequest,3,0,0,1,58,13,13,1.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::initFields,15,0,2,1,58,22,18,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::isInitialized,65,0,19,20,58,82,67,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::writeTo,44,1,11,14,58,55,51,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getSerializedSize,66,0,12,15,58,12,10,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::writeReplace,5,0,1,1,58,1,1,1.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,5,1,3,1,58,0,0,0.0,0,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,58,2,2,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,4,1,3,1,58,4,0,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,58,12,8,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,4,1,3,1,58,11,7,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,58,20,13,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseDelimitedFrom,9,1,3,2,58,19,13,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseDelimitedFrom,11,2,3,2,58,22,14,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,5,1,3,1,58,11,7,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::parseFrom,7,2,3,1,58,4,4,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilder,1,0,1,1,58,9,8,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilderForType,1,0,1,1,58,9,8,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilder,3,1,2,1,58,9,8,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::toBuilder,1,0,1,1,58,9,8,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::newBuilderForType,6,1,0,1,58,9,8,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::internalGetFieldAccessorTable,4,0,0,1,58,8,4,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::maybeForceBuilderInitialization,11,0,7,2,58,13,7,1.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::create,3,0,0,1,58,4,2,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clear,58,0,3,8,58,13,13,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clone,3,0,3,1,58,0,0,0.0,0,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::build,7,0,3,2,58,0,0,0.0,0,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::buildParsed,9,0,4,2,58,6,6,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::buildPartial,89,0,3,21,58,107,76,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom,8,1,1,2,58,19,16,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom,51,1,43,16,58,31,28,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::isInitialized,61,0,19,19,58,35,25,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeFrom,131,2,39,27,58,83,58,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasProtocolVersion,3,0,0,1,58,11,7,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setProtocolVersion,9,1,1,2,58,6,6,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearProtocolVersion,6,0,1,1,58,4,2,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasType,3,0,0,1,58,4,2,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setType,9,1,1,2,58,6,3,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearType,6,0,1,1,58,4,2,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::ensureTriedServersIsMutable,6,0,0,2,58,7,7,1.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getTriedServers,3,1,1,1,58,0,0,0.0,0,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setTriedServers,10,2,3,2,58,0,0,0.0,0,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::addTriedServers,9,1,3,2,58,0,0,0.0,0,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::addAllTriedServers,7,1,3,1,58,0,0,0.0,0,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearTriedServers,6,0,2,1,58,0,0,0.0,0,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasTxnId,3,0,0,1,58,0,0,0.0,0,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setTxnId,6,1,1,1,58,0,0,0.0,0,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearTxnId,6,0,1,1,58,0,0,0.0,0,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasShouldClaim,3,0,0,1,58,0,0,0.0,0,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setShouldClaim,6,1,1,1,58,6,6,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearShouldClaim,6,0,1,1,58,21,11,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasTopic,3,0,0,1,58,22,20,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setTopic,9,1,1,2,58,22,20,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearTopic,6,0,3,1,58,22,20,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasPublishRequest,3,0,0,1,58,10,5,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getPublishRequest,7,0,1,2,58,12,6,1.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setPublishRequest,13,1,2,3,58,6,2,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setPublishRequest,11,1,3,2,58,5,3,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergePublishRequest,16,1,5,4,58,21,14,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearPublishRequest,10,0,3,2,58,11,8,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getPublishRequestBuilder,5,0,3,1,58,0,0,0.0,0,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getPublishRequestOrBuilder,7,0,1,2,58,0,0,0.0,0,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getPublishRequestFieldBuilder,13,0,2,2,58,4,4,1.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::hasSubscribeRequest,3,0,0,1,58,1,1,0.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getSubscribeRequest,7,0,1,2,58,1,1,1.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setSubscribeRequest,13,1,2,3,58,3,2,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::setSubscribeRequest,11,1,3,2,58,4,3,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::mergeSubscribeRequest,16,1,5,4,58,10,6,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::clearSubscribeRequest,10,0,3,2,58,6,4,0.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getSubscribeRequestBuilder,5,0,3,1,58,5,3,1.0,1,0,0,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getSubscribeRequestOrBuilder,7,0,1,2,58,7,4,1.0,1,0,1,No
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java::getSubscribeRequestFieldBuilder,13,0,2,2,58,6,3,1.0,1,0,0,No
