"Key","Injected Version","Opening Version","Fixed Version","Affected Version List"
"OPENJPA-2601","2.3.0","2.4.1","2.4.1","2.3.0 2.4.0"
"OPENJPA-2539","2.1.0","2.4.0","2.4.1","2.1.0"
"OPENJPA-922","1.2.0","1.2.1","2.4.1","1.2.0 2.0.0-M2"
"OPENJPA-2341","2.2.0","1.2.3","2.4.1","2.2.0"
"OPENJPA-2586","2.2.2","2.4.1","2.4.1","2.2.2 2.4.1"
"OPENJPA-2517","2.2.0","2.4.0","2.4.1","2.2.0 2.2.1 2.2.2 2.3.0"
"OPENJPA-2470","2.0.1","2.4.0","2.4.1","2.0.1 2.1.1 2.2.2"
"OPENJPA-2609","2.4.0","2.4.1","2.4.1","2.4.0"
"OPENJPA-2605","2.2.2","2.4.1","2.4.1","2.2.2 2.4.0"
"OPENJPA-2617","2.4.0","2.4.1","2.4.1","2.4.0"
"OPENJPA-2472","2.2.2","2.4.0","2.4.1","2.2.2 2.3.0"
"OPENJPA-2626","2.4.0","2.4.1","2.4.1","2.4.0"
"OPENJPA-2616","1.0.0","2.4.1","2.4.1","1.0.0 1.0.1 1.0.2 1.0.3 1.0.4 1.1.0 1.2.0 1.2.1 1.2.2 1.2.3 2.0.0 2.0.1 2.1.0 2.1.1 2.2.0 2.2.1 2.2.2 2.3.0 2.4.0"
"OPENJPA-2632","2.4.1","2.4.2","2.4.2","2.4.1"
"OPENJPA-2638","2.2.2","2.4.2","2.4.2","2.2.2"
"OPENJPA-2640","2.4.1","2.4.2","2.4.2","2.4.1"
"OPENJPA-2651","2.2.2","2.4.2","2.4.2","2.2.2 2.3.0 2.4.1"
"OPENJPA-2650","2.3.0","2.4.2","2.4.2","2.3.0 2.4.2"
"OPENJPA-2245","2.2.0","2.2.1","2.4.2","2.2.0 2.3.0"
"OPENJPA-2658","2.4.1","2.4.2","2.4.2","2.4.1"
"OPENJPA-2300","2.2.1","1.2.3","2.4.2","2.2.1"
"OPENJPA-2286","2.2.0","2.2.1","2.4.2","2.2.0"
"OPENJPA-2628","1.2.3","2.4.1","2.4.2","1.2.3 2.3.0"
"OPENJPA-2675","2.4.1","2.4.2","2.4.2","2.4.1"
"OPENJPA-2674","2.4.1","2.4.2","2.4.2","2.4.1"
"OPENJPA-2672","2.4.1","2.4.2","2.4.2","2.4.1"
"OPENJPA-2676","2.4.1","2.4.2","2.4.2","2.4.1"
"OPENJPA-2684","2.3.0","2.4.2","2.4.2","2.3.0 2.4.1"
"OPENJPA-2689","2.4.2","3.0.0","3.0.0","2.4.2 3.0.0"
"OPENJPA-2698","2.2.2","3.0.0","3.0.0","2.2.2"
"OPENJPA-2705","2.1.1","3.0.0","3.0.0","2.1.1"
"OPENJPA-2725","2.4.2","3.0.0","3.0.0","2.4.2"
"OPENJPA-2646","2.4.1","2.4.2","3.0.0","2.4.1"
"OPENJPA-2690","2.4.2","3.0.0","3.0.0","2.4.2"
"OPENJPA-2691","2.4.2","3.0.0","3.0.0","2.4.2"
"OPENJPA-2742","3.0.0","3.1.0","3.1.0","3.0.0"
"OPENJPA-2704","2.2.2","3.0.0","3.1.0","2.2.2"
"OPENJPA-1993","1.0.0","2.1.1","3.1.0","1.0.0 1.0.1 1.0.2 1.0.3 1.0.4 1.2.0 1.2.1 1.2.2 2.0.0 2.0.1 2.1.0"
"OPENJPA-2746","2.4.1","3.1.0","3.1.0","2.4.1 2.4.2 3.0.0"
"OPENJPA-2567","2.3.0","2.4.0","3.1.0","2.3.0"
"OPENJPA-2756","3.0.0","3.1.0","3.1.0","3.0.0"
"OPENJPA-2757","3.0.0","3.1.0","3.1.0","3.0.0"
"OPENJPA-2764","3.0.0","3.1.0","3.1.0","3.0.0"
"OPENJPA-2768","3.0.0","3.1.0","3.1.0","3.0.0"
"OPENJPA-2761","2.2.1","3.1.0","3.1.0","2.2.1 3.0.0"
"OPENJPA-2770","2.4.2","3.1.0","3.1.0","2.4.2 3.0.0"
"OPENJPA-2771","3.0.0","3.1.0","3.1.0","3.0.0"
"OPENJPA-2772","3.0.0","3.1.0","3.1.0","3.0.0"
"OPENJPA-2733","2.4.2","3.0.0","3.1.0","2.4.2"
"OPENJPA-2777","3.0.0","3.1.0","3.1.0","3.0.0"
"OPENJPA-2645","1.1.0","2.4.2","3.1.0","1.1.0 1.2.3 2.0.1 2.2.2 2.3.0"
"OPENJPA-2780","2.4.2","3.1.0","3.1.0","2.4.2 3.0.0"
"OPENJPA-2781","2.4.1","3.1.0","3.1.0","2.4.1 2.4.2 3.0.0"
"OPENJPA-2673","2.2.2","2.4.2","3.1.0","2.2.2 2.3.0 2.4.0 2.4.1 2.4.2 3.0.0"
"OPENJPA-2555","2.2.2","2.4.0","3.1.0","2.2.2 2.3.0"
"OPENJPA-2791","2.4.2","3.1.1","3.1.1","2.4.2 3.0.0 3.1.0"
"OPENJPA-2743","2.4.2","3.1.0","3.1.1","2.4.2"
"OPENJPA-2799","3.1.0","3.1.1","3.1.1","3.1.0"
"OPENJPA-2802","3.1.0","3.1.1","3.1.1","3.1.0"
"OPENJPA-2810","3.1.1","3.1.2","3.1.2","3.1.1"
"OPENJPA-2807","3.1.1","3.1.2","3.1.2","3.1.1"
"OPENJPA-2821","3.1.2","3.2.0","3.2.0","3.1.2"
"OPENJPA-2795","3.1.0","3.1.1","3.2.0","3.1.0"
"OPENJPA-2827","3.1.0","3.2.0","3.2.0","3.1.0 3.1.1 3.1.2"
"OPENJPA-2829","3.1.0","3.2.0","3.2.0","3.1.0 3.1.1 3.1.2"
"OPENJPA-2830","3.1.0","3.2.0","3.2.0","3.1.0 3.1.1 3.1.2"
"OPENJPA-2828","3.1.2","3.2.0","3.2.0","3.1.2"
"OPENJPA-2834","3.1.1","3.2.0","3.2.0","3.1.1"
"OPENJPA-2832","3.1.0","3.2.0","3.2.0","3.1.0 3.1.1 3.1.2"
"OPENJPA-2843","3.1.2","3.2.0","3.2.0","3.1.2"
"OPENJPA-2842","3.1.2","3.2.0","3.2.0","3.1.2"
"OPENJPA-2788","3.1.0","3.1.1","3.2.0","3.1.0"
"OPENJPA-2846","3.1.2","3.2.0","3.2.0","3.1.2"
"OPENJPA-2848","3.1.2","3.2.0","3.2.0","3.1.2"
"OPENJPA-2849","3.1.2","3.2.0","3.2.0","3.1.2"
"OPENJPA-2850","3.1.2","3.2.0","3.2.0","3.1.2"
"OPENJPA-2854","3.1.2","3.2.0","3.2.0","3.1.2"
"OPENJPA-2851","3.1.2","3.2.0","3.2.0","3.1.2"
"OPENJPA-2856","3.1.2","3.2.0","3.2.0","3.1.2"
"OPENJPA-2857","3.1.2","3.2.0","3.2.0","3.1.2"
"OPENJPA-2858","3.1.2","3.2.0","3.2.0","3.1.2"
"OPENJPA-345","0.9.0","1.0.1","3.2.0","0.9.0 0.9.6 0.9.7 1.0.0"
"OPENJPA-2859","3.1.2","3.2.0","3.2.0","3.1.2"
"OPENJPA-2648","2.4.1","2.4.2","3.2.0","2.4.1"
"OPENJPA-2860","3.1.2","3.2.0","3.2.0","3.1.2"
"OPENJPA-2862","3.1.2","3.2.0","3.2.0","3.1.2"
"OPENJPA-2861","3.1.2","3.2.0","3.2.0","3.1.2"
"OPENJPA-2731","2.2.2","3.0.0","3.2.0","2.2.2"
"OPENJPA-2864","3.1.2","3.2.0","3.2.0","3.1.2"
"OPENJPA-2863","3.1.2","3.2.0","3.2.0","3.1.2"
"OPENJPA-2866","3.1.2","3.2.0","3.2.0","3.1.2"
"OPENJPA-2865","3.1.2","3.2.0","3.2.0","3.1.2"
"OPENJPA-2789","2.4.2","3.1.1","3.2.0","2.4.2 3.0.0 3.1.0 3.1.1 3.1.2"
"OPENJPA-2876","3.0.0","3.2.1","3.2.1","3.0.0"
"OPENJPA-2614","2.4.0","2.4.1","3.2.1","2.4.0"
"OPENJPA-2882","3.1.1","3.2.1","3.2.1","3.1.1 3.1.2 3.2.0"
"OPENJPA-2883","3.2.0","3.2.1","3.2.1","3.2.0"
"OPENJPA-2877","3.1.1","3.2.1","3.2.1","3.1.1 3.1.2 3.2.0"
"OPENJPA-2891","3.2.0","3.2.1","3.2.1","3.2.0"
"OPENJPA-2889","3.2.0","3.2.1","3.2.1","3.2.0"
"OPENJPA-2896","3.1.1","3.2.1","3.2.1","3.1.1 3.1.2 3.2.0"
"OPENJPA-2009","0.9.0","2.1.1","4.0.0","0.9.0 0.9.6 0.9.7 1.0.0 1.0.1 1.0.2 1.1.0 1.0.3 1.2.0 2.0.0-M1 1.2.1 2.0.0-M2 2.0.0-M3 1.2.2 2.0.0-beta 2.0.0-beta2 2.0.0-beta3 2.0.0 2.0.1 1.0.4 2.1.0 2.1.1 2.2.0 2.2.1 1.2.3 2.2.2 2.3.0 2.4.0 2.4.1 2.4.2 3.0.0 3.1.0 3.1.1 3.1.2 3.2.0 3.2.1 3.2.2"
"OPENJPA-2907","3.2.2","4.0.0","4.0.0","3.2.2"
"OPENJPA-2915","3.2.2","4.0.0","4.0.0","3.2.2"
"OPENJPA-2918","3.2.0","4.0.0","4.0.0","3.2.0 3.2.1 3.2.2"
"OPENJPA-2921","4.0.0","4.0.1","4.0.1","4.0.0"
"OPENJPA-2923","4.0.0","4.0.1","4.0.1","4.0.0"
"OPENJPA-2928","4.0.1","4.1.0","4.1.0","4.0.1"
"OPENJPA-2932","4.0.1","4.1.0","4.1.0","4.0.1"
"OPENJPA-2933","4.0.1","4.1.0","4.1.0","4.0.1"
"OPENJPA-2930","4.0.1","4.1.0","4.1.0","4.0.1"
"OPENJPA-2898","3.2.1","3.2.2","4.1.0","3.2.1 3.2.2"
"OPENJPA-2925","3.2.2","4.0.1","4.1.1","3.2.2 4.0.0"
"OPENJPA-2936","4.0.1","4.1.1","4.1.1","4.0.1 4.1.0"
